date	plate	well	plasmid	host	events	FSC.H	BL1.H	YL2.H	nGFP	nRFP	flag
12/28	A	A5	194	PHO2	7788	412202.5	1296.5	19728.8	1726.6	26507.2	pass
12/28	A	A6	406	PHO2	7732	371906.5	765.5	4804.8	1225.3000000000002	6923.6	pass
12/28	A	A7	406	PHO2	7683	375964	757.5	5157.3	1215.2000000000003	7475.2	pass
12/28	A	A8	406	PHO2	7584	386288.5	821.5	5916.8	1244	8297	pass
12/28	A	A9	194	PHO2	7688	422525.5	1361.5	21947.8	1724.3000000000002	28741.1	pass
12/28	A	A10	410	PHO2	2824	493645.5	2451	45692.3	2321	46824.600000000006	pass
12/28	A	A11	410	PHO2	3451	491007	2360.5	40172.3	2264.1	41947.3	pass
12/28	A	A12	410	PHO2	1726	467932	2678	46821.8	2687.5	50451	pass
12/28	A	B2	194	pho2∆	8062	378639.5	1628.5	985.3	2398.2000000000003	1405.3	pass
12/28	A	B3	194	pho2∆	8010	374315	1537.5	993.3	2383.2000000000003	1463.2	pass
12/28	A	B4	194	pho2∆	7868	377054	1565.5	1007.3	2261.4	1434	pass
12/28	A	B6	406	pho2∆	7792	357026	659.5	4321.3	1209.8000000000002	6605	pass
12/28	A	B7	406	pho2∆	8068	379124	793	4883.8	1209	6902.5	pass
12/28	A	B8	406	pho2∆	7932	362281.5	754.5	5454.3	1315.1	8238.4	pass
12/28	A	B9	NA	pho2∆	7703	364939	-75.5	640.3	40.700000000000045	965.0999999999999	pass
12/28	A	B10	410	pho2∆	7708	339923	3578	6333.3	6147.4	10530.199999999999	pass
12/28	A	B11	410	pho2∆	7779	329905	2531.5	4532.3	4596.6	7637.4000000000005	pass
12/28	A	B12	410	pho2∆	7619	334799	3527.5	6244.3	6316.299999999999	10797.3	pass
12/28	A	C1	194	PHO2	8084	415509.5	1126.5	18084.3	1473.6	23917.1	pass
12/28	A	C2	188	PHO2	7958	388822.5	845	12807.8	1274.6	18134	pass
12/28	A	C3	188	PHO2	7799	377854	808.5	12462.3	1287	18183.7	pass
12/28	A	C4	188	PHO2	7814	384283	729.5	11136.8	1152.1	15989.3	pass
12/28	A	C5	194	PHO2	8082	413937	1193.5	18510.8	1562.6	24754.7	pass
12/28	A	C6	407	PHO2	4767	425587	3544.5	32619.3	4619.5	42449	pass
12/28	A	C7	407	PHO2	4019	409294	3395.5	32336.3	4725	44796.600000000006	pass
12/28	A	C8	407	PHO2	4862	426975.5	3435	33230.3	4552.9	44085.9	pass
12/28	A	C9	194	PHO2	7901	418147	1109.5	18665.3	1436.2000000000003	24645.6	pass
12/28	A	C10	411	PHO2	7824	367501	722.5	3030.8	1215.9	4472.2	pass
12/28	A	C11	411	PHO2	7933	352472	484.5	2486.3	959.0999999999999	3791.6000000000004	pass
12/28	A	C12	411	PHO2	7882	368602.5	734.5	2951.3	1229.3000000000002	4369.9000000000005	pass
12/28	A	D1	NA	PHO2	7804	357746.5	-58.5	350.3	86.40000000000009	540.5	pass
12/28	A	D2	188	pho2∆	7497	366966	720.5	10427.3	1247.4	15907.099999999999	pass
12/28	A	D3	188	pho2∆	7418	356295	732.5	10868.8	1302.8000000000002	16786.2	pass
12/28	A	D4	188	pho2∆	7720	369582	682.5	10018.8	1172.5	14837.9	pass
12/28	A	D6	407	pho2∆	7613	334978	7598.5	4138.3	13447.699999999999	7219.8	pass
12/28	A	D7	407	pho2∆	7601	328296	7807.5	5051.3	13969.199999999999	8790.099999999999	pass
12/28	A	D8	407	pho2∆	7463	318468	7563.5	4523.3	13914.6	8142.500000000001	pass
12/28	A	D10	411	pho2∆	7825	351159	925.5	3795.3	1695.3000000000002	5975.8	pass
12/28	A	D11	411	pho2∆	7943	352633	795.5	3934.3	1465.4	6200.6	pass
12/28	A	D12	411	pho2∆	7989	349198	901.5	3800.3	1700.2000000000003	6092.1	pass
12/28	A	E1	194	PHO2	7658	413465.5	1121.5	18586.8	1477.1	24979.5	pass
12/28	A	E2	414	PHO2	8061	379745	792.5	541.3	1182.1	759.5999999999999	pass
12/28	A	E3	414	PHO2	8080	380403	889.5	651.3	1278.9	916.5999999999999	pass
12/28	A	E4	414	PHO2	8131	373434	646.5	541.3	1020	782.6999999999999	pass
12/28	A	E5	194	PHO2	7694	428114.5	1285.5	18870.3	1603.7000000000003	24106.3	pass
12/28	A	E6	408	PHO2	7892	348418	697.5	1922.8	1344.8000000000002	3055.1000000000004	pass
12/28	A	E7	408	PHO2	7921	347305	650.5	2020.3	1280.9	3162.5	pass
12/28	A	E8	408	PHO2	7783	354209	876.5	2702.3	1592.9	4208.7	pass
12/28	A	E9	194	PHO2	6276	434383	1405.5	22574.3	1678.2000000000003	27981.2	pass
12/28	A	E10	412	PHO2	7890	340914	1174.5	2180.8	2191.1	3549.7000000000003	pass
12/28	A	E11	412	PHO2	7824	331689.5	875.5	1792.3	1803.5	3061.2000000000003	pass
12/28	A	E12	412	PHO2	7960	340442	1217.5	2228.8	2261.9	3699.4	pass
12/28	A	F1	NA	pho2∆	7831	363038	-120.5	426.3	-20.699999999999818	658.6999999999999	pass
12/28	A	F2	414	pho2∆	7955	370532	752.5	748.3	1165.3000000000002	1096	pass
12/28	A	F3	414	pho2∆	7909	384513	907.5	824.3	1281.8000000000002	1150.6	pass
12/28	A	F4	414	pho2∆	7977	379636	723.5	646.3	1081.7000000000003	919.5999999999999	pass
12/28	A	F5	NA	PHO2	7760	357131.5	-128.5	225.3	-20.09999999999991	357.1	pass
12/28	A	F6	408	pho2∆	7753	328833	1057.5	3666.3	2073.1	6177	pass
12/28	A	F7	408	pho2∆	7697	337434	949.5	3286.3	1880.7000000000003	5466.2	pass
12/28	A	F8	408	pho2∆	7640	337023	1197	4162.8	2241.3	6778.5	pass
12/28	A	F10	412	pho2∆	7663	333058	1980.5	3507.3	3628.0000000000005	5990.7	pass
12/28	A	F11	412	pho2∆	7610	330883.5	1722.5	3020.8	3271.4	5179.8	pass
12/28	A	F12	412	pho2∆	7555	332113	1608.5	2964.3	3011.9	5140.1	pass
12/28	A	G1	194	PHO2	7815	424547	1222.5	18772.3	1590.7000000000003	24747	pass
12/28	A	G2	415	PHO2	8118	364208.5	1033	673.3	1644.8000000000002	977.5	pass
12/28	A	G3	415	PHO2	8051	353968	1255.5	767.3	2279.9	1286.8	pass
12/28	A	G4	415	PHO2	7748	361584.5	969	599.8	1612	902.3	pass
12/28	A	G5	194	PHO2	7990	411046	833.5	12949.3	1157.7000000000003	17610.3	pass
12/28	A	G6	409	PHO2	7819	345908	935.5	2121.3	1751.9	3357	pass
12/28	A	G7	409	PHO2	7798	339003	875.5	2262.8	1679.6	3566.5	pass
12/28	A	G8	409	PHO2	8013	337402	891.5	1942.3	1757.2000000000003	3195.9	pass
12/28	A	G9	194	PHO2	8124	431033	1159	18998.8	1443.1	24431.5	pass
12/28	A	G10	413	PHO2	8019	354402	773.5	1985.3	1452.8000000000002	3135.3	pass
12/28	A	G11	413	PHO2	7989	338642	527.5	1508.3	1140.2000000000003	2505.7000000000003	pass
12/28	A	G12	413	PHO2	7835	345166	662.5	1775.3	1337.4	2885.6000000000004	pass
12/28	A	H2	415	pho2∆	7882	384848.5	745.5	712.3	1039	970	pass
12/28	A	H3	415	pho2∆	7175	364558	1002.5	950.3	1542.3000000000002	1415.8999999999999	pass
12/28	A	H4	415	pho2∆	7818	381199	859.5	828.3	1181.6	1118.3999999999999	pass
12/28	A	H5	NA	pho2∆	8032	371944	-145.5	445.3	-82.19999999999993	664.5	pass
12/28	A	H6	409	pho2∆	7684	343984.5	1561	4168.8	2797.4	6725	pass
12/28	A	H7	409	pho2∆	7597	340464	1508.5	3221.3	2703	5253.8	pass
12/28	A	H8	409	pho2∆	7542	335001	1588.5	4039.8	2900.8	6640.4000000000005	pass
12/28	A	H9	NA	PHO2	7850	366975.5	-131	310.3	-45.69999999999982	474.90000000000003	pass
12/28	A	H10	413	pho2∆	7642	337496.5	1520.5	4077.3	2793.1	6730.8	pass
12/28	A	H11	413	pho2∆	7830	340524.5	1189	3233.3	2251.2000000000003	5262.2	pass
12/28	A	H12	413	pho2∆	7639	341933	1119.5	2966.3	2148.5	4958.2	pass
12/29	B	A1	194	PHO2	8727	389997	1182.5	16516.3	1692	23543.8	pass
12/29	B	A2	416	PHO2	8622	350612	892.5	1997.3	1654.2000000000003	3092.9	pass
12/29	B	A3	416	PHO2	8642	356529.5	1062	2187.3	1827.8000000000002	3283.3	pass
12/29	B	A4	416	PHO2	8620	360656.5	866.5	1815.8	1502.8000000000002	2708	pass
12/29	B	A5	194	PHO2	8703	401053	1005.5	16398.3	1430.1	22868.5	pass
12/29	B	A6	420	PHO2	6195	471839	2165.5	42370.3	2259.3	48575	pass
12/29	B	A7	420	PHO2	2111	469989	2219.5	50029.3	2315.6	56037.100000000006	pass
12/29	B	A8	420	PHO2	1114	477044	2339	54166.8	2360.3	59978.600000000006	pass
12/29	B	A9	194	PHO2	8583	401667	1124.5	17771.3	1584.9	24654.1	pass
12/29	B	A10	424	PHO2	2304	440552	3632	40972.3	4396.200000000001	51115.600000000006	pass
12/29	B	A11	424	PHO2	3409	434870	3477.5	40707.3	4309.6	51542.3	pass
12/29	B	A12	424	PHO2	7507	430408	3528.5	36417.3	4541	47614.5	pass
12/29	B	B2	416	pho2∆	8681	359046	1015.5	866.3	1693.1	1334.5	pass
12/29	B	B3	416	pho2∆	8730	379444	1126.5	961.3	1631.1	1357.2	pass
12/29	B	B4	416	pho2∆	8780	384732.5	1239.5	906.8	1717.3000000000002	1257.3999999999999	pass
12/29	B	B6	420	pho2∆	8483	371487	3396.5	6273.3	5300.200000000001	9596.599999999999	pass
12/29	B	B7	420	pho2∆	8455	350947	3330.5	5846.3	5426	9274.5	pass
12/29	B	B8	420	pho2∆	8288	387568	4603.5	8300.3	6434.799999999999	11728.099999999999	pass
12/29	B	B9	NA	pho2∆	8538	366584.5	-133.5	530.3	-40.09999999999991	811.0999999999999	pass
12/29	B	B10	424	pho2∆	8553	332297	2674.5	4647.3	4919.299999999999	7817.8	pass
12/29	B	B11	424	pho2∆	8325	334865	4049.5	6735.3	6821.200000000001	10999.4	pass
12/29	B	B12	424	pho2∆	8282	327556	3210	5527.8	5648.5	9444.8	pass
12/29	B	C1	194	PHO2	8405	406739	1136.5	16538.3	1552.7000000000003	22599.899999999998	pass
12/29	B	C2	417	PHO2	8588	377240.5	882.5	5011.3	1414.2000000000003	7254.9000000000005	pass
12/29	B	C3	417	PHO2	8495	378092	1024.5	5498.3	1593.2000000000003	7971.5	pass
12/29	B	C4	417	PHO2	8570	360970.5	595.5	3353.8	1055.8000000000002	4974.4000000000005	pass
12/29	B	C5	194	PHO2	8739	397733	1043.5	14872.3	1475.4	20871.5	pass
12/29	B	C6	421	PHO2	9154	478059.5	1963.5	28724.8	1857.2000000000003	30518.399999999998	pass
12/29	B	C7	421	PHO2	9121	462034	1829.5	25288.3	1825.9	28088.1	pass
12/29	B	C8	421	PHO2	8971	466964	1929.5	27446.3	1857.2000000000003	30291	pass
12/29	B	C9	194	PHO2	8920	414448	925.5	15460.3	1222.2000000000003	20468.7	pass
12/29	B	C10	425	PHO2	8269	400673	2947.5	32079.3	4224.700000000001	45946.9	pass
12/29	B	C11	425	PHO2	3549	439195	3285.5	37678.3	4044.2999999999997	48160	pass
12/29	B	C12	425	PHO2	6987	420844	3179.5	36365.3	4191.6	48243.9	pass
12/29	B	D1	NA	PHO2	8820	351435.5	-178.5	328.3	-56.399999999999864	535.4	pass
12/29	B	D2	417	pho2∆	8393	356099	2523.5	4969.3	4151	7699.5	pass
12/29	B	D3	417	pho2∆	5686	373167.5	3228.5	6472.8	5056.4	9828.5	pass
12/29	B	D4	417	pho2∆	8579	343466	1907.5	3444.3	3404.7000000000003	5644.7	pass
12/29	B	D6	421	pho2∆	8342	364079.5	14322.5	5294.3	23289.600000000002	8256.699999999999	pass
12/29	B	D7	421	pho2∆	8491	365230	11176.5	4245.3	18463.2	6721.8	pass
12/29	B	D8	421	pho2∆	8627	347997	8254.5	4113.3	13950.4	6770.7	pass
12/29	B	D10	425	pho2∆	8458	325538.5	3088.5	4182.3	5663.4	7315	pass
12/29	B	D11	425	pho2∆	8423	326747	2220.5	3227.3	4358	5707.1	pass
12/29	B	D12	425	pho2∆	8396	324807	2321.5	3726.8	4396.799999999999	6522.8	pass
12/29	B	E1	194	PHO2	8837	425336	1265.5	17830.3	1592.8000000000002	22955.8	pass
12/29	B	E2	418	PHO2	8191	429100	2662.5	15622.3	3300.7000000000003	19482.3	pass
12/29	B	E3	418	PHO2	8616	425451	2430	14352.8	3036.2000000000003	18057.3	pass
12/29	B	E4	418	PHO2	8906	421621.5	2170.5	12983.3	2760.4	16728.399999999998	pass
12/29	B	E5	194	PHO2	8738	399189	1001	15873.3	1425	22135.8	pass
12/29	B	E6	422	PHO2	1242	324683.5	1728	26605.3	3606.4	48465.8	pass
12/29	B	E7	422	PHO2	1927	369155	2570.5	32770.3	4044.1	50029.100000000006	pass
12/29	B	E9	194	PHO2	8794	420830.5	1016	17383.8	1307.7000000000003	22778.899999999998	pass
12/29	B	E10	194	PHO84	8513	380703	568.5	11089.3	938.1000000000001	15927.3	pass
12/29	B	E11	194	PHO84	8569	364173	279.5	7552.3	582.5	11029.4	fail
12/29	B	E12	194	PHO84	8526	384139.5	513.5	9486.3	825.2	13434.9	pass
12/29	B	F1	NA	pho2∆	8475	376145	-115.5	372.3	-49.899999999999864	550.9	pass
12/29	B	F2	418	pho2∆	8438	344296	2002.5	3469.8	3580.0000000000005	5670.2	pass
12/29	B	F3	418	pho2∆	7942	370557	3297	5676.8	5078.1	8588.199999999999	pass
12/29	B	F4	418	pho2∆	8560	352564	2263	4027.8	3863.0000000000005	6357.6	pass
12/29	B	F5	NA	PHO2	8661	364769	-142.5	238.3	-56.399999999999864	366.90000000000003	pass
12/29	B	F6	422	pho2∆	8489	357606	1794.5	7592.3	2969.6	11750.5	pass
12/29	B	F7	422	pho2∆	8482	359404	1851	6631.3	3061.7999999999997	10218.699999999999	pass
12/29	B	F8	422	pho2∆	8403	362872	2138.5	8146.3	3435.9	12262.3	pass
12/29	B	F10	194	pho2∆	8533	367775	1414.5	909.3	2002.3000000000002	1301.5	pass
12/29	B	F11	194	pho2∆	8587	369156	1040.5	736.3	1546.1	1066.7	pass
12/29	B	F12	194	pho2∆	8598	365187	1124.5	798.3	1665.4	1155.7	pass
12/29	B	G1	194	PHO2	5932	435994	1422.5	20252.3	1698.2000000000003	25085.5	pass
12/29	B	G2	419	PHO2	8548	432985.5	3157.5	15542.3	3895.0000000000005	19508.1	pass
12/29	B	G3	419	PHO2	5602	437725	3591.5	18376.8	4287.299999999999	22445.8	pass
12/29	B	G4	419	PHO2	8981	427414	2446.5	12343.3	3105.2000000000003	15847.199999999999	pass
12/29	B	G5	194	PHO2	8666	431321	1394.5	19548.3	1690.3000000000002	24643.3	pass
12/29	B	G6	423	PHO2	8822	387864.5	1588.5	220.3	2252.5	308.40000000000003	pass
12/29	B	G7	423	PHO2	8813	378561	1023.5	191.3	1515.5	279.5	pass
12/29	B	G8	423	PHO2	1532	463768	2918.5	34653.8	3688.5000000000005	42317.4	pass
12/29	B	G9	194	PHO2	8957	422969	894.5	15045.3	1152.5	19737.6	pass
12/29	B	G10	188	PHO2	8527	392015	600.5	9819.3	919.5	13837.699999999999	pass
12/29	B	G11	188	PHO2	8723	387359	437.5	8459.3	696	11859.5	pass
12/29	B	G12	188	PHO2	8627	385962	489.5	8136.3	783.1000000000001	11595	pass
12/29	B	H2	419	pho2∆	6850	359586.5	7634.5	6717.8	12084.1	10323.699999999999	pass
12/29	B	H3	419	pho2∆	8286	352863.5	6433	5347.8	10214.5	8438.599999999999	pass
12/29	B	H4	419	pho2∆	8390	350046.5	4572	4173.8	7536.9	6772.3	pass
12/29	B	H5	NA	pho2∆	8616	368994	-167.5	429.3	-109.79999999999995	648.4	pass
12/29	B	H6	423	pho2∆	8341	376216	2454.5	6938.3	3658.9	9996.5	pass
12/29	B	H7	423	pho2∆	8543	357156	1396.5	4946.3	2398.1	7656	pass
12/29	B	H8	423	pho2∆	8443	370666	1872.5	6050.3	2966.7000000000003	9046.3	pass
12/29	B	H9	NA	PHO2	8888	354798	-158.5	248.3	-54.899999999999864	388.90000000000003	pass
12/29	B	H10	188	pho2∆	8321	396122	744.5	9985.3	1064.6	13604	pass
12/29	B	H11	188	pho2∆	7875	392681	779.5	10392.3	1129.4	14299.4	pass
12/29	B	H12	188	pho2∆	8453	374947	587.5	9453.3	992.5999999999999	13982.4	pass
12/29	A	A1	194	PHO2	7925	396986	1345.5	18780.3	1925.9	26486	pass
12/29	A	A2	406	PHO2	7947	370424	646.5	5135.3	1047.7000000000003	7473.9000000000005	pass
12/29	A	A3	406	PHO2	7879	377352	770.5	5441.3	1190	7747.3	pass
12/29	A	A4	406	PHO2	7739	384050	860.5	6221.3	1311.2000000000003	8773.5	pass
12/29	A	A5	194	PHO2	7739	410466	1232.5	19177.3	1656.9	26106.399999999998	pass
12/29	A	A6	410	PHO2	6758	484216	2082.5	36220.8	1977.6	38299	pass
12/29	A	A7	410	PHO2	4521	496372	2311.5	38645.3	2111.4	39265.4	pass
12/29	A	A8	410	PHO2	8011	491175	2096.5	36195.3	1926.8000000000002	37328.100000000006	pass
12/29	A	A9	194	PHO2	8077	423326	1360.5	19847.3	1738.9	25856	pass
12/29	A	A10	414	PHO2	8003	386936	961.5	613.3	1415.5	872.0999999999999	pass
12/29	A	A11	414	PHO2	7810	374392.5	833	524.3	1292.4	757	pass
12/29	A	A12	414	PHO2	8116	391868.5	816.5	583.3	1173.6	789.3	pass
12/29	A	B2	406	pho2∆	8066	385187	873.5	5705.8	1330.9	8035.3	pass
12/29	A	B3	406	pho2∆	8176	382687.5	835.5	5495.8	1271.5	7762.3	pass
12/29	A	B4	406	pho2∆	8225	372612	882.5	5585.3	1421.8000000000002	8128.9000000000005	pass
12/29	A	B6	410	pho2∆	7838	364560	4160.5	6727.3	6391.4	10305.4	pass
12/29	A	B7	410	pho2∆	7856	370585	4208.5	5892.3	6347.4	8867.5	pass
12/29	A	B8	410	pho2∆	7703	383520	4627.5	7028.3	6746.700000000001	10178.699999999999	pass
12/29	A	B9	NA	pho2∆	8132	376576	-95.5	466.8	-16.5	692.8	pass
12/29	A	B10	414	pho2∆	7963	380211	1021.5	763.3	1531.6	1082.7	pass
12/29	A	B11	414	pho2∆	8234	393030.5	1083	544.3	1476.8000000000002	723.5999999999999	pass
12/29	A	B12	414	pho2∆	7944	387137.5	895.5	687.3	1256.3000000000002	953.5	pass
12/29	A	C1	194	PHO2	7908	405447.5	1261.5	18550.3	1707.8000000000002	25360	pass
12/29	A	C2	407	PHO2	7647	384281	3050.5	27987.3	4735	42196	pass
12/29	A	C3	407	PHO2	7515	410274	3196.5	30713.3	4420	42172	pass
12/29	A	C4	407	PHO2	7248	390368.5	2826	26449.3	4313.4	39683.3	pass
12/29	A	C5	194	PHO2	7872	413801	1306.5	17588.3	1741.9	23742	pass
12/29	A	C6	411	PHO2	8099	368982	911.5	3478.3	1481.3000000000002	5047.1	pass
12/29	A	C7	411	PHO2	8069	375138	994.5	4264.3	1571.6	6013.8	pass
12/29	A	C8	411	PHO2	8191	377579	1018.5	4353.3	1555.7000000000003	6126.6	pass
12/29	A	C9	194	PHO2	7953	407835	1177.5	16062.3	1587.7000000000003	22039.2	pass
12/29	A	C10	415	PHO2	8241	373710	1016.5	561.3	1617.4	839.5999999999999	pass
12/29	A	C11	415	PHO2	8307	376105	1490.5	783.3	2498.9	1211.1	pass
12/29	A	C12	415	PHO2	7985	361300	742.5	501.3	1327.9	767.1999999999999	pass
12/29	A	D1	NA	PHO2	8096	353872.5	-119.5	414.3	11	654.4	pass
12/29	A	D2	407	pho2∆	7379	323447	7678.5	4507.3	14100.4	8073.1	pass
12/29	A	D3	407	pho2∆	7847	363733	8205.5	5531.3	13549.1	8698.5	pass
12/29	A	D4	407	pho2∆	7692	357534	8431.5	5111.3	14091	8210.199999999999	pass
12/29	A	D6	411	pho2∆	7955	374755	1054.5	4843.3	1667.7000000000003	6812.4000000000005	pass
12/29	A	D7	411	pho2∆	7949	358589	1030.5	4568.3	1729	6619.3	pass
12/29	A	D8	411	pho2∆	7922	364999	973.5	4446.3	1640.4	6651.8	pass
12/29	A	D10	415	pho2∆	7863	382719	933.5	709.3	1312.2000000000003	977.8	pass
12/29	A	D11	415	pho2∆	7865	364420	970.5	765.3	1597.2000000000003	1141.1	pass
12/29	A	D12	415	pho2∆	7954	383198	1022.5	738.3	1453.7000000000003	1002.8999999999999	pass
12/29	A	E1	194	PHO2	8288	416675	1212	17826.3	1609.9	23906.3	pass
12/29	A	E2	408	PHO2	8078	345591.5	614.5	2043.3	1204.5	3193.9	pass
12/29	A	E3	408	PHO2	8044	351885	742.5	2327.8	1393.2000000000003	3554.5	pass
12/29	A	E4	408	PHO2	8021	347022	663.5	2344.3	1279	3619.7000000000003	pass
12/29	A	E5	194	PHO2	7732	414036.5	1331.5	19332.3	1747.4	25836.399999999998	pass
12/29	A	E6	412	PHO2	7885	355978	1321.5	2630.3	2269.2000000000003	4057.4000000000005	pass
12/29	A	E7	412	PHO2	7915	365722	1515.5	2746.3	2415	4029.2	pass
12/29	A	E8	412	PHO2	7944	361217.5	1526	2628.3	2483.2000000000003	3870.7000000000003	pass
12/29	A	E9	194	PHO2	7902	406671	1207.5	16842.8	1643.5	22987.3	pass
12/29	A	E10	194	PHO84	7600	394295.5	855	14026.3	1235.7000000000003	19185.6	pass
12/29	A	E11	194	PHO84	7616	384321.5	810.5	12832.8	1240.5	18172.399999999998	pass
12/29	A	E12	194	PHO84	7822	391396.5	788.5	13878.8	1146.4	19192.1	pass
12/29	A	F1	NA	pho2∆	7843	332504	-185.5	490.3	-21.399999999999864	837.4	pass
12/29	A	F2	408	pho2∆	8049	351522	958.5	3085.3	1747.8000000000002	4824	pass
12/29	A	F3	408	pho2∆	7610	348726.5	1276.5	4271.3	2249.1	6754.2	pass
12/29	A	F4	408	pho2∆	7583	345168	1205.5	4114.3	2175.9	6671.3	pass
12/29	A	F5	NA	PHO2	7829	348384	-122.5	284.3	24.40000000000009	465.09999999999997	pass
12/29	A	F6	412	pho2∆	7831	361934	2170.5	3785.3	3529.7000000000003	5876.6	pass
12/29	A	F7	412	pho2∆	7746	363122	2120	3826.8	3472.0000000000005	5939.7	pass
12/29	A	F8	412	pho2∆	7807	356368	2079.5	3998.3	3401.0000000000005	6200.4000000000005	pass
12/29	A	F10	194	pho2∆	8047	389571	1684.5	845.3	2400.7000000000003	1197	pass
12/29	A	F11	194	pho2∆	7890	374212.5	1484	840.3	2232.5	1235.7	pass
12/29	A	F12	194	pho2∆	8008	382663	1410.5	758.3	2052.2000000000003	1078.7	pass
12/29	A	G1	194	PHO2	8036	388078	719.5	12845.3	1120.7000000000003	18715.1	pass
12/29	A	G2	409	PHO2	7916	343439.5	947	2411.3	1761.2000000000003	3802.1000000000004	pass
12/29	A	G3	409	PHO2	8104	354110.5	1104.5	2816.8	1930	4361.7	pass
12/29	A	G4	409	PHO2	8092	354120.5	1094.5	2338.3	1920.4	3613.1000000000004	pass
12/29	A	G5	194	PHO2	7801	425423	1257.5	18919.3	1581.7000000000003	24597.5	pass
12/29	A	G6	413	PHO2	7918	355909.5	817	2009.3	1483.6	3123.6000000000004	pass
12/29	A	G7	413	PHO2	7972	363356	1022.5	2560.3	1756.1	3874	pass
12/29	A	G8	413	PHO2	8068	359931.5	931	2276.3	1634.5	3478.4	pass
12/29	A	G9	194	PHO2	7947	425025	1330.5	17452.3	1675.1	22550.6	pass
12/29	A	G10	188	PHO2	7861	397928	800.5	10628.3	1131.7000000000003	14510.099999999999	pass
12/29	A	G11	188	PHO2	7767	400089	874.5	12220.3	1238.7000000000003	16486.1	pass
12/29	A	G12	188	PHO2	7690	398481	696.5	10624.3	977.5999999999999	14403.699999999999	pass
12/29	A	H2	409	pho2∆	7608	350000	1605.5	4073.8	2738	6560.9000000000005	pass
12/29	A	H3	409	pho2∆	7641	353986	1707.5	4219.3	2864.2000000000003	6628.9000000000005	pass
12/29	A	H4	409	pho2∆	7845	352296	1578.5	3117.3	2725.5	4841.8	pass
12/29	A	H5	NA	pho2∆	7869	375850	-80.5	419.3	-15.299999999999955	619.5999999999999	pass
12/29	A	H6	413	pho2∆	7746	352631	1474	4172.3	2531.4	6549.1	pass
12/29	A	H7	413	pho2∆	8021	358213	1596.5	4208.3	2605	6433.6	pass
12/29	A	H8	413	pho2∆	7898	359223.5	1583	3748.8	2543	5712.5	pass
12/29	A	H9	NA	PHO2	8127	357701	-57.5	297.3	73.10000000000014	457.7	pass
12/29	A	H10	188	pho2∆	7819	382675	702.5	8531.3	1098.9	12180.099999999999	pass
12/29	A	H11	188	pho2∆	7879	375728	737.5	9492.3	1186.1	13818.5	pass
12/29	A	H12	188	pho2∆	7799	382867	702.5	9296.3	1122.4	13363.3	pass
