date	plate	well	plasmid	host	events	FSC.H	BL1.H	YL2.H	nGFP	nRFP	flag
02/19	A	F1	NA	pho2∆	5113	358410	-24.5	1168.3	171.80000000000018	1823.5	pass
02/19	A	F2	229	pho2∆	5007	358472	1041.5	1185.3	1685.7000000000003	1809.8	pass
02/19	A	F3	229	pho2∆	4903	374251	1076.5	1012.3	1625.7000000000003	1484.7	pass
02/19	A	F4	229	pho2∆	4957	364959	997.5	1310.3	1557.4	2003.3999999999999	pass
02/19	A	F5	NA	PHO2	5082	358838.5	56.5	1940.3	274.60000000000014	2919.6000000000004	pass
02/19	A	F6	252	pho2∆	5001	433201	3376.5	4311.3	4186.799999999999	5348.5	pass
02/19	A	F7	252	pho2∆	5338	449252	3067.5	4042.3	3320.2999999999997	4477.4000000000005	pass
02/19	A	F8	252	pho2∆	4954	421545	3439.5	4397.3	4328.6	5849.4000000000005	pass
02/19	A	F10	250	pho2∆	5160	350887	4093.5	5203.8	6727.1	8386.4	pass
02/19	A	F11	250	pho2∆	5036	336326	3146.5	4413.8	5721.700000000001	7665.5	pass
02/19	A	F12	250	pho2∆	5086	332403.5	3478.5	4530.3	6247.299999999999	7857.3	pass
02/19	A	G1	194	PHO2	5213	407104	1518.5	22819.3	2083.2000000000003	31536.7	pass
02/19	A	G2	241	PHO2	4097	493807	2022.5	23817.3	1827.7000000000003	24288.8	pass
02/19	A	G3	241	PHO2	5285	479488	2440.5	47947.3	2392.2000000000003	51785.5	pass
02/19	A	G4	241	PHO2	5255	483879	2039.5	28708.3	1950.2000000000003	30271.2	pass
02/19	A	G5	194	PHO2	5139	411736	1439.5	22627.3	1992.2000000000003	30843.7	pass
02/19	A	G6	253	PHO2	5211	426699	1362.5	3614.3	1529.8000000000002	4360.5	pass
02/19	A	G7	253	PHO2	5143	336272	1122.5	3366.3	2140.3	5495.8	pass
02/19	A	G8	253	PHO2	5059	332366	1070.5	3613.3	2107.1	6099.9000000000005	pass
02/19	A	G9	194	PHO2	5159	390120	1201.5	19887.3	1856.9	29076.399999999998	pass
02/19	A	G10	251	PHO2	5338	491367.5	2161.5	31726.3	2041.1	33888.700000000004	pass
02/19	A	G11	251	PHO2	5427	482121	2312.5	37788.3	2216	40890.200000000004	pass
02/19	A	G12	251	PHO2	4177	516535	2049.5	30617.3	1696.7000000000003	29818.399999999998	pass
02/19	A	H2	241	pho2∆	5110	349319.5	3885.5	8492.3	6505.299999999999	13946.099999999999	pass
02/19	A	H3	241	pho2∆	5021	331796	3081.5	7191.3	5778	12587.9	pass
02/19	A	H4	241	pho2∆	4875	317259	3164.5	8649.3	6124.299999999999	15766.199999999999	pass
02/19	A	H5	NA	pho2∆	5189	349084	-10.5	3099.3	213.10000000000014	4846.6	pass
02/19	A	H6	253	pho2∆	5173	347907	1908.5	5712.3	3224.4	8940.9	pass
02/19	A	H7	253	pho2∆	5087	358491	2187.5	7168.3	3493.0000000000005	10796.099999999999	pass
02/19	A	H8	253	pho2∆	5223	344980	1656.5	5184.3	2968.8	8361	pass
02/19	A	H9	NA	PHO2	5116	357745.5	16.5	933.8	199	1440.3	pass
02/19	A	H10	251	pho2∆	5020	315191	3070	6865.3	5881.6	12340.599999999999	pass
02/19	A	H11	251	pho2∆	5105	327065	3001.5	7310.3	5565.299999999999	13116.3	pass
02/19	A	H12	251	pho2∆	5035	330843	4020.5	7625.3	7175.799999999999	13111.599999999999	pass
02/20	A	A1	194	PHO2	5260	430221.5	1664.5	30344.8	2125.5	39318	pass
02/20	A	A2	254	PHO2	5192	438315	3256	28702.8	4196.1	36563.5	pass
02/20	A	A3	254	PHO2	5209	450755	3659.5	32895.3	4392.299999999999	40159.3	pass
02/20	A	A4	254	PHO2	5096	439246	3542.5	29079.3	4462.1	37301.8	pass
02/20	A	A5	194	PHO2	5187	437788	1685.5	31713.3	2096	40141	pass
02/20	A	A6	265	PHO2	5204	357051.5	878	6031.3	1564.8000000000002	9403.699999999999	pass
02/20	A	A7	265	PHO2	5126	356097	794	7157.8	1420.8000000000002	11104.5	pass
02/20	A	A8	265	PHO2	5149	363473	857.5	7244.3	1485.7000000000003	11149.3	pass
02/20	A	A9	194	PHO2	5213	396641	761.5	23150.3	1092.9	32498.8	pass
02/20	A	A10	278	PHO2	5205	369554	948.5	2779.3	1545.2000000000003	4051.1000000000004	pass
02/20	A	A11	278	PHO2	5080	365219.5	910	2573.3	1483	3865.7000000000003	pass
02/20	A	A12	278	PHO2	5279	378289	933.5	2648.3	1390	3730.3	pass
02/20	A	B2	254	pho2∆	4950	414324	4992.5	10537.8	6500.5	13891.8	pass
02/20	A	B3	254	pho2∆	4993	408344	5222.5	10861.3	6728	14748.099999999999	pass
02/20	A	B4	254	pho2∆	4925	418605	5249.5	11377.3	6803.6	15078.099999999999	pass
02/20	A	B6	265	pho2∆	5125	388906	1975.5	5726.3	3109.4	8773.099999999999	pass
02/20	A	B7	265	pho2∆	5250	394810.5	2583.5	5338.3	3915.0000000000005	8576.9	pass
02/20	A	B8	265	pho2∆	5107	378636	1634.5	4643.3	2614.7000000000003	7615.6	pass
02/20	A	B9	NA	pho2∆	5282	363652.5	-75.5	634.8	49.100000000000136	972.3	pass
02/20	A	B10	278	pho2∆	5086	378752.5	814	1416.3	1247.9	2086.2000000000003	pass
02/20	A	B11	278	pho2∆	4983	370960	963.5	1264.3	1569.1	1900.1	pass
02/20	A	B12	278	pho2∆	5092	381467.5	1202	1189.3	1744.5	1705.3999999999999	pass
02/20	A	C1	194	PHO2	5140	435363	1507.5	27290.3	1935	35090.8	pass
02/20	A	C2	255	PHO2	4948	401918	1290.5	16036.3	1861.5	22081.2	pass
02/20	A	C3	255	PHO2	5135	418274	1482.5	18035.3	1984.6	23703.899999999998	pass
02/20	A	C4	255	PHO2	5331	413612	1304.5	18214.3	1801.5	24629.3	pass
02/20	A	C5	194	PHO2	5297	416539	1121.5	24806.3	1543.3000000000002	33193.600000000006	pass
02/20	A	C6	266	PHO2	5212	375313	1263.5	6929.3	2043.8000000000002	10399.4	pass
02/20	A	C7	266	PHO2	5109	373725	1416.5	7160.3	2263.4	10515	pass
02/20	A	C8	266	PHO2	5175	370216	1198.5	6868.3	1974	10230.199999999999	pass
02/20	A	C9	194	PHO2	5453	386129	669.5	20018.3	1034.8000000000002	28926.3	pass
02/20	A	C10	279	PHO2	5235	365836	912.5	4816.3	1544.1	7167.7	pass
02/20	A	C11	279	PHO2	5341	375883	1009.5	5057.3	1594.6	7315.4000000000005	pass
02/20	A	C12	279	PHO2	5105	362509	891.5	5347.3	1467.6	7893.7	pass
02/20	A	D1	NA	PHO2	5138	379838	13.5	441.3	134	642.3	pass
02/20	A	D2	255	pho2∆	5088	388966	2192	9532.8	3213.5000000000005	13517.3	pass
02/20	A	D3	255	pho2∆	5227	400879	1717.5	9433.3	2383.3	12773.4	pass
02/20	A	D4	255	pho2∆	5028	419356.5	2304.5	12457.3	3016.5000000000005	16090	pass
02/20	A	D6	266	pho2∆	5110	386514	1989.5	8816.8	2955.7000000000003	12620.199999999999	pass
02/20	A	D7	266	pho2∆	4919	414325	2161.5	9712.3	2915	12895.9	pass
02/20	A	D8	266	pho2∆	4792	406575.5	1964.5	9372.8	2756.3	12609.199999999999	pass
02/20	A	D10	279	pho2∆	4850	377148.5	2543.5	5321.8	4246.1	8223.099999999999	pass
02/20	A	D11	279	pho2∆	5160	385435.5	2910.5	5527.8	4543.5	8435	pass
02/20	A	D12	279	pho2∆	4850	382993.5	2540.5	5422.8	4105.9	8357.8	pass
02/20	A	E1	194	PHO2	5167	413917	1541.5	23111.3	2086.3	31431.3	pass
02/20	A	E2	257	PHO2	5181	424146	805.5	27024.3	1036.7000000000003	35474.4	pass
02/20	A	E3	257	PHO2	4926	419223	855.5	25067.8	1120.5	33232.4	pass
02/20	A	E4	257	PHO2	5139	431177	871.5	26393.3	1071.6	34199.200000000004	pass
02/20	A	E5	194	PHO2	5324	425076.5	1407.5	26063.8	1846.3000000000002	33952.8	pass
02/20	A	E6	276	PHO2	5249	376298	411.5	10897.3	737.5	15972.5	pass
02/20	A	E7	276	PHO2	5128	378528	451.5	11677.3	778.3000000000002	16972.399999999998	pass
02/20	A	E8	276	PHO2	5028	371706.5	350.5	9905.8	666.9000000000001	14572.3	pass
02/20	A	E9	194	PHO2	5228	390401	893	22546.3	1319.7000000000003	31876.2	pass
02/20	A	E10	194	PHO84	5188	410693.5	1241.5	32412.8	1674.7000000000003	43849	pass
02/20	A	E11	194	PHO84	5144	405914.5	1237.5	34418.8	1699.5	47128.9	pass
02/20	A	E12	194	PHO84	5317	401934	1244.5	33753.3	1732.3000000000002	47329.200000000004	pass
02/20	A	F1	NA	pho2∆	5174	393623	-17.5	611.8	47.90000000000009	858	pass
02/20	A	F2	257	pho2∆	5079	378676	701.5	13059.3	1186.9	19116.1	pass
02/20	A	F3	257	pho2∆	5080	374501	862	14848.8	1458.7000000000003	22878.3	pass
02/20	A	F4	257	pho2∆	4929	376684	834.5	14312.3	1392.8000000000002	21768.899999999998	pass
02/20	A	F5	NA	PHO2	5203	380265	8.5	461.3	127.70000000000005	664.1999999999999	pass
02/20	A	F6	276	pho2∆	5094	383489.5	1069.5	8067.3	1679.6	11735.599999999999	pass
02/20	A	F7	276	pho2∆	5117	355135	839.5	6561.3	1490.1	10276	pass
02/20	A	F8	276	pho2∆	5074	373539.5	774.5	7752.3	1354.7000000000003	11722.5	pass
02/20	A	F10	194	pho2∆	5160	379882.5	848	1328.8	1297.3000000000002	1897	pass
02/20	A	F11	194	pho2∆	5429	364864	818.5	1197.3	1368.6	1805.2	pass
02/20	A	F12	194	pho2∆	5398	373423.5	615	1177.3	970.4000000000001	1722.5	pass
02/20	A	G1	194	PHO2	5154	413178	1339.5	23173.3	1796.4	31209.7	pass
02/20	A	G2	258	PHO2	5181	435688	2784.5	30488.3	3608.5000000000005	39370.9	pass
02/20	A	G3	258	PHO2	4973	461484	3135.5	32864.3	3751.7000000000003	39679.8	pass
02/20	A	G4	258	PHO2	5106	434842	2703.5	31385.3	3462.1	40858.5	pass
02/20	A	G5	194	PHO2	5229	410616	1247.5	24715.3	1705.6	33622	pass
02/20	A	G6	277	PHO2	5136	405613.5	793.5	23993.3	1122.2000000000003	32609	pass
02/20	A	G7	277	PHO2	5221	403179	761.5	22009.3	1088.5	30312.2	pass
02/20	A	G8	277	PHO2	5122	398756.5	732.5	21769.8	1100.7000000000003	30296.1	pass
02/20	A	G9	194	PHO2	5293	386221	826.5	22174.3	1322.8000000000002	31425.6	pass
02/20	A	G10	188	PHO2	5087	400157	914.5	18213.3	1326	25326.3	pass
02/20	A	G11	188	PHO2	5234	385778.5	739.5	18283.3	1152.9	26113.3	pass
02/20	A	G12	188	PHO2	5079	389295	775.5	16731.3	1192.6	23962.1	pass
02/20	A	H2	258	pho2∆	5186	378923.5	2951	11243.3	4667.700000000001	16896.899999999998	pass
02/20	A	H3	258	pho2∆	5148	383729	2829	12583.3	4355.299999999999	18541.8	pass
02/20	A	H4	258	pho2∆	5128	374879	2597.5	11886.8	4194.799999999999	17947.3	pass
02/20	A	H5	NA	pho2∆	5220	383565.5	-36.5	606.3	53.80000000000018	873.3	pass
02/20	A	H6	277	pho2∆	4979	369334	961.5	13673.3	1630.3000000000002	20813.5	pass
02/20	A	H7	277	pho2∆	4918	376212	759	14460.8	1236	21460.2	pass
02/20	A	H8	277	pho2∆	5102	368285	735	13522.8	1308.6	20709.6	pass
02/20	A	H9	NA	PHO2	5035	368817	-71.5	459.3	43.700000000000045	693.8	pass
02/20	A	H10	188	pho2∆	5050	389161	959.5	17714.8	1487.4	25524.1	pass
02/20	A	H11	188	pho2∆	4951	389508	909.5	17698.3	1409.7000000000003	25522.5	pass
02/20	A	H12	188	pho2∆	5114	386699	728.5	15993.8	1165.2000000000003	22805.7	pass
02/21	A	A1	194	PHO2	5205	398714	1483.5	28601.3	2134.6	40366.600000000006	pass
02/21	A	A2	194	PHO84	5178	396082.5	1429.5	37661.3	2032.2000000000003	53094.5	pass
02/21	A	A3	194	PHO84	5155	429028	1499.5	35992.3	1927.4	47387.3	pass
02/21	A	A4	194	PHO84	5163	419629	1436.5	34617.3	1894.1	46004.9	pass
02/21	A	A5	194	PHO2	5279	385944	956.5	22637.3	1475.2000000000003	33184.4	pass
02/21	A	A6	276	PHO2	5137	393817	587.5	14790.3	902.3000000000002	20589.8	pass
02/21	A	A7	276	PHO2	5204	379889	521.5	14754.8	894.9000000000001	21452.7	pass
02/21	A	A8	276	PHO2	5113	376469	405.5	11970.3	721.5	17537.7	pass
02/21	A	A9	194	PHO2	4796	414344.5	1402.5	25635.3	1871.5	34834.600000000006	pass
02/21	A	A10	254	PHO2	5133	435429	3641.5	33831.3	4618.700000000001	42381.600000000006	pass
02/21	A	A11	254	PHO2	5062	409571.5	2793	27258.3	3833.4	37536.100000000006	pass
02/21	A	A12	254	PHO2	4914	428096	3762.5	29753.3	4840.5	38817.700000000004	pass
02/21	A	B2	194	pho2∆	5338	394703.5	1491	1356.3	1981	1840.7	pass
02/21	A	B3	194	pho2∆	5273	375030	1339.5	1400.3	2021.2000000000003	2003.7	pass
02/21	A	B4	194	pho2∆	5335	386610	1333.5	1140.3	1897.2000000000003	1607.7	pass
02/21	A	B6	276	pho2∆	4812	340469	697	6889.3	1452.5	11177.5	pass
02/21	A	B7	276	pho2∆	5048	377998	1245	9333.8	1910.7000000000003	13525.5	pass
02/21	A	B8	276	pho2∆	4927	376672	1159.5	8689.3	1872.8000000000002	12774.8	pass
02/21	A	B9	NA	pho2∆	5142	397159.5	82.5	678.3	163.10000000000014	941.3999999999999	pass
02/21	A	B10	254	pho2∆	4971	394538	5081.5	10803.3	6948.4	15149.9	pass
02/21	A	B11	254	pho2∆	4986	384327	4387.5	10432.3	6592.6	15416.3	pass
02/21	A	B12	254	pho2∆	4904	393073	5125	11453.3	7265	16015.599999999999	pass
02/21	A	C1	194	PHO2	5129	416585	1339.5	23212.3	1773.7000000000003	30869.2	pass
02/21	A	C2	188	PHO2	5042	402266.5	1190.5	18995.3	1677.9	26291.2	pass
02/21	A	C3	188	PHO2	5040	395413.5	1077	18795.3	1612.5	26259.3	pass
02/21	A	C4	188	PHO2	5100	404156	1084.5	18425.8	1560.2000000000003	25703.7	pass
02/21	A	C5	194	PHO2	5291	398494	1260.5	23488.3	1782.8000000000002	32631	pass
02/21	A	C6	277	PHO2	5071	429397	1142.5	27759.3	1408.7000000000003	35593	pass
02/21	A	C7	277	PHO2	3983	429090	1286.5	29384.3	1575.1	37529.9	pass
02/21	A	C8	277	PHO2	4976	434090.5	1242	24416.3	1497	31193.2	pass
02/21	A	C9	194	PHO2	5060	435410.5	1693.5	26088.3	2084.6	33253.3	pass
02/21	A	C10	255	PHO2	5171	402612	1420.5	18160.3	2047.4	25427.7	pass
02/21	A	C11	255	PHO2	5106	385947	1347	16786.3	2076.2000000000003	24796.6	pass
02/21	A	C12	255	PHO2	5016	395729.5	1363	16427.3	2001.9	23451	pass
02/21	A	D1	NA	PHO2	5210	364501.5	39.5	566.3	212.10000000000014	868.8	pass
02/21	A	D2	188	pho2∆	4907	384243	1111.5	17930.3	1731.7000000000003	26110.1	pass
02/21	A	D3	188	pho2∆	4935	373082	896.5	15515.3	1474.8000000000002	23458.399999999998	pass
02/21	A	D4	188	pho2∆	5028	366844.5	946	15317.8	1607	23508.3	pass
02/21	A	D6	277	pho2∆	4826	369938.5	888	14209.3	1571.2000000000003	22031.7	pass
02/21	A	D7	277	pho2∆	4981	381880	1174.5	16815.3	1867.5	24531.899999999998	pass
02/21	A	D8	277	pho2∆	4984	397732.5	1248.5	16979.3	1808.9	23821.2	pass
02/21	A	D10	255	pho2∆	5057	369603	1925.5	9685.3	3050.4	14638.699999999999	pass
02/21	A	D11	255	pho2∆	4878	368311.5	1861.5	9395.3	2954.1	13992.4	pass
02/21	A	D12	255	pho2∆	5109	351467	1692.5	9125.3	2968.6	14418.9	pass
02/21	A	E1	194	PHO2	5094	419061	1455	24890.8	1939	33075.4	pass
02/21	A	E2	278	PHO2	5257	357974	1229.5	2722.3	2045.1	4154.3	pass
02/21	A	E3	278	PHO2	5160	346722	1023	2421.3	1831.8000000000002	3829.4	pass
02/21	A	E4	278	PHO2	5204	348747	1103	2508.3	1984.5	3969.2000000000003	pass
02/21	A	E5	194	PHO2	5192	402070	1091.5	20754.8	1578.3000000000002	29117.8	pass
02/21	A	E6	265	PHO2	5118	339511.5	721.5	6164.8	1507.8000000000002	10239.599999999999	pass
02/21	A	E7	265	PHO2	5145	359398	1064.5	6962.3	1844.5	10788.199999999999	pass
02/21	A	E8	265	PHO2	5221	321209	559.5	5086.3	1350.5	8984.199999999999	pass
02/21	A	E9	194	PHO2	5202	415334.5	1541.5	25398.3	2076.3	34482.4	pass
02/21	A	E10	257	PHO2	5052	415088.5	858.5	28437.3	1175.8000000000002	38785.5	pass
02/21	A	E11	257	PHO2	4915	414045	720.5	24579.3	998.0999999999999	33627.600000000006	pass
02/21	A	E12	257	PHO2	5099	428068	1034.5	30931.3	1315.9	40962.3	pass
02/21	A	F1	NA	pho2∆	5012	359272	-53.5	711.8	114.70000000000005	1090.3999999999999	pass
02/21	A	F2	278	pho2∆	5065	359863	1020.5	1126.3	1639.2000000000003	1726.5	pass
02/21	A	F3	278	pho2∆	5260	334476.5	769.5	1061.3	1504.7000000000003	1763.3	pass
02/21	A	F4	278	pho2∆	5101	371700	1018.5	1153.3	1557.9	1690.8999999999999	pass
02/21	A	F5	NA	PHO2	5186	360933.5	7.5	529.3	187.10000000000014	821.9	pass
02/21	A	F6	265	pho2∆	5127	343779	1678.5	4301.3	3156.4	7891.9000000000005	pass
02/21	A	F7	265	pho2∆	5149	358385	2387.5	5311.3	4165	9615.9	pass
02/21	A	F8	265	pho2∆	5276	349720	1979.5	4560.8	3537.9	8333.8	pass
02/21	A	F10	257	pho2∆	5127	373783	679.5	14204.3	1224	21901.6	pass
02/21	A	F11	257	pho2∆	5031	367970	689.5	13487.3	1241.3000000000002	20988.5	pass
02/21	A	F12	257	pho2∆	5080	369060.5	856	15867.8	1466.3000000000002	24088.3	pass
02/21	A	G1	194	PHO2	5007	396150	1182.5	22840.3	1768.7000000000003	32616	pass
02/21	A	G2	279	PHO2	5209	364124	1125.5	5522.3	1862.8000000000002	8409.9	pass
02/21	A	G3	279	PHO2	5067	342809	844.5	4706.3	1584.2000000000003	7584.9000000000005	pass
02/21	A	G4	279	PHO2	5254	368561	1171.5	6096.3	1858	8995	pass
02/21	A	G5	194	PHO2	5081	437279	1662.5	27292.3	2035	34168.100000000006	pass
02/21	A	G6	266	PHO2	4975	337108	1022.5	5830.3	2004.5	9671.5	pass
02/21	A	G7	266	PHO2	5117	339606	1233.5	6140.3	2321.6	10215.9	pass
02/21	A	G8	266	PHO2	5134	318766.5	874	5156.8	1900.9	9050.099999999999	pass
02/21	A	G9	194	PHO2	5229	426204	1459.5	25245.3	1894	33525.8	pass
02/21	A	G10	258	PHO2	5153	431989	3093.5	31902.3	4010.2999999999997	41569.5	pass
02/21	A	G11	258	PHO2	5285	441868	2351.5	27839.3	2985.7000000000003	35910.700000000004	pass
02/21	A	G12	258	PHO2	4874	433342	2961.5	32166.8	3944.4	42234.5	pass
02/21	A	H2	279	pho2∆	4913	347435	3347.5	5844.3	5888.799999999999	9703.5	pass
02/21	A	H3	279	pho2∆	5145	328260	2703.5	4777.3	5010.5	8324.599999999999	pass
02/21	A	H4	279	pho2∆	4912	340735	3268	6002.8	5945.1	10213	pass
02/21	A	H5	NA	pho2∆	5174	355319.5	-34.5	1719.3	156.80000000000018	2674.7000000000003	pass
02/21	A	H6	266	pho2∆	4942	318029.5	1127.5	6457.8	2542.9	11855.099999999999	pass
02/21	A	H7	266	pho2∆	4920	327046	1792	7940.3	3332.1	13613.4	pass
02/21	A	H8	266	pho2∆	5096	379894	1700.5	7936.8	2680.9	11874.4	pass
02/21	A	H9	NA	PHO2	5100	351963	38.5	1222.3	254.30000000000018	1902.2	pass
02/21	A	H10	258	pho2∆	5101	395923	3348.5	12911.3	4814.200000000001	18434.6	pass
02/21	A	H11	258	pho2∆	4944	359367	2143.5	9200.8	3642.0000000000005	14664	pass
02/21	A	H12	258	pho2∆	4961	366295	2686.5	11057.3	4384.299999999999	17184.6	pass
02/22	A	A1	194	PHO2	5213	419505	1710.5	25691.3	2299.8	34201.700000000004	pass
02/22	A	A2	301	PHO2	5357	462471	1703.5	39605.3	1682.9	43376.5	pass
02/22	A	A3	301	PHO2	5344	485967.5	2075	43011.3	1900.6	44504.200000000004	pass
02/22	A	A4	301	PHO2	5260	397152	145.5	19.299999999999997	236.80000000000018	28.39999999999999	fail
02/22	A	A5	194	PHO2	5217	438505	1416.5	27597.3	1789.7000000000003	35286.4	pass
02/22	A	A6	326	PHO2	5118	409130	1635	9238.3	2200.1	12464.099999999999	pass
02/22	A	A7	326	PHO2	5083	406869	1836.5	8786.3	2466.7000000000003	11694	pass
02/22	A	A8	326	PHO2	5190	379209.5	1507.5	7805.8	2319.1	11355.9	pass
02/22	A	A9	194	PHO2	5239	426236	1571.5	28708.3	1978	37230.100000000006	pass
02/22	A	A10	330	PHO2	5096	400805	1427.5	7432.8	2011.7000000000003	10205.9	pass
02/22	A	A11	330	PHO2	5269	351703	1038.5	5725.3	1897.5	9109.4	pass
02/22	A	A12	330	PHO2	5244	377003	1382.5	6167.3	2151.2000000000003	9120.599999999999	pass
02/22	A	B2	301	pho2∆	5183	356962	7897.5	6135.3	13049.6	9766	pass
02/22	A	B3	301	pho2∆	4973	357770	10091.5	6347.3	16486.2	10002.4	pass
02/22	A	B4	301	pho2∆	5092	384405.5	11901	7557.3	17770.4	10531.9	pass
02/22	A	B6	326	pho2∆	5057	389125	2260.5	9259.3	3266.7000000000003	13049	pass
02/22	A	B7	326	pho2∆	5128	374609	2709.5	8851.3	4072.7000000000003	13092.699999999999	pass
02/22	A	B8	326	pho2∆	5086	409525	2726	11473.8	3847.2000000000003	15756.3	pass
02/22	A	B9	NA	pho2∆	5193	373646	-3.5	648.3	114.20000000000005	969.5999999999999	pass
02/22	A	B10	330	pho2∆	5128	379154.5	1337.5	6034.8	2099.1	8822.4	pass
02/22	A	B11	330	pho2∆	5096	401865	1616.5	7149.3	2331.5	9923.8	pass
02/22	A	B12	330	pho2∆	5216	390973.5	1617.5	7035.8	2382.8	10022.4	pass
02/22	A	C1	194	PHO2	5294	405504	1509	22029.3	2147.4	30773.399999999998	pass
02/22	A	C2	294	PHO2	5197	424765	1142.5	19063.3	1464.6	25070.5	pass
02/22	A	C3	294	PHO2	5151	418165	1027.5	19049.3	1363.2000000000003	24970.1	pass
02/22	A	C4	294	PHO2	4938	420057.5	1161	19891.8	1517.4	26401.8	pass
02/22	A	C5	194	PHO2	5122	427009	1530	26464.8	1963.4	34703.3	pass
02/22	A	C6	327	PHO2	4855	532405	1091.5	29460.3	698.4000000000001	27502.7	pass
02/22	A	C7	327	PHO2	3287	448986	1225.5	33890.3	1415.2000000000003	41367.700000000004	pass
02/22	A	C9	194	PHO2	5221	426927	1513.5	27937.3	1964.7000000000003	36669.200000000004	pass
02/22	A	C10	331	PHO2	5151	382121	1684.5	12394.3	2552	17753.3	pass
02/22	A	C11	331	PHO2	5138	384969.5	1530.5	14540.8	2303.9	21075.399999999998	pass
02/22	A	C12	331	PHO2	4989	374825	1395.5	13654.3	2221.3	20360.399999999998	pass
02/22	A	D1	NA	PHO2	5278	390049	48	431.3	141.4000000000001	615.5999999999999	pass
02/22	A	D2	294	pho2∆	5170	422030	1114.5	19367.3	1427.9	25095.1	pass
02/22	A	D3	294	pho2∆	5099	409717	999.5	17914.3	1355	24492.8	pass
02/22	A	D4	294	pho2∆	5053	425564	1137.5	20463.3	1435	26210.899999999998	pass
02/22	A	D6	327	pho2∆	5069	388151	1666.5	6148.3	2416	8658.5	pass
02/22	A	D7	327	pho2∆	5079	391033	1392.5	6183.3	2139.2000000000003	8729.099999999999	pass
02/22	A	D8	327	pho2∆	5120	363375	1707.5	6240.3	2795.9	9458.599999999999	pass
02/22	A	D10	331	pho2∆	4807	383370	1816.5	11374.3	2679.6	16240.599999999999	pass
02/22	A	D11	331	pho2∆	4891	379888	1835.5	13996.3	2777.4	20137.8	pass
02/22	A	D12	331	pho2∆	4977	391457	1694.5	13864.3	2484.6	19528.399999999998	pass
02/22	A	E1	194	PHO2	5276	419168.5	1490.5	26130.3	1964.5	34825.200000000004	pass
02/22	A	E2	332	PHO2	5009	358447	876.5	3254.3	1542.1	4950.9000000000005	pass
02/22	A	E3	332	PHO2	5195	373681	1001.5	3840.3	1632.1	5582.6	pass
02/22	A	E4	332	PHO2	5142	367902	1111.5	4473.3	1839.2000000000003	6678.9000000000005	pass
02/22	A	E5	194	PHO2	5106	406794.5	1365.5	22736.3	1885.6	31223.399999999998	pass
02/22	A	E6	328	PHO2	5186	419187	764.5	20160.3	994.5999999999999	26762.8	pass
02/22	A	E7	328	PHO2	5244	428765.5	806	22547.3	1004.0999999999999	28623.8	pass
02/22	A	E8	328	PHO2	5098	423973.5	781.5	25918.8	965.0999999999999	33660.5	pass
02/22	A	E9	194	PHO2	5114	415796	1470.5	24905.3	1933.5	33241.600000000006	pass
02/22	A	E10	194	PHO84	5173	402676	1412.5	24852.3	2000	33907.600000000006	pass
02/22	A	E11	194	PHO84	5207	406387	1435.5	28030.3	1968.2000000000003	38000.200000000004	pass
02/22	A	E12	194	PHO84	5115	416407	1532.5	31999.3	2017.9	42285.8	pass
02/22	A	F1	NA	pho2∆	5226	351508	-131.5	437.3	22.600000000000136	708.8	pass
02/22	A	F2	332	pho2∆	4731	364378	1610.5	6045.3	2634.7000000000003	9364.4	pass
02/22	A	F3	332	pho2∆	5085	374703	1713.5	5103.3	2645.9	7638	pass
02/22	A	F4	332	pho2∆	5001	391841	1798.5	7552.3	2628.3	10636	pass
02/22	A	F5	NA	PHO2	5130	364610	-50.5	444.3	84.20000000000005	682.9	pass
02/22	A	F6	328	pho2∆	5015	389457	3129.5	4987.3	4868.299999999999	7576	pass
02/22	A	F7	328	pho2∆	5207	386365	1427.5	2476.3	2287.2000000000003	4069.5	pass
02/22	A	F8	328	pho2∆	4961	356202	2466.5	3939.3	4437	6753.9000000000005	pass
02/22	A	F10	194	pho2∆	5266	376039	932.5	1046.3	1421.6	1541.2	pass
02/22	A	F11	194	pho2∆	5291	386986	1808.5	973.3	2408.6	1305.8	pass
02/22	A	F12	194	pho2∆	5188	383312.5	1161	1150.3	1659.1	1616.7	pass
02/22	A	G1	194	PHO2	5262	426023	1507	24114.8	1956.9	31732.1	pass
02/22	A	G2	334	PHO2	2357	447888	3788.5	38012.3	4994	48701.200000000004	pass
02/22	A	G3	334	PHO2	2468	501970.5	3298	32592.8	3528.6	37417	pass
02/22	A	G4	334	PHO2	2524	442078	3337.5	34516.8	4667	46562.5	pass
02/22	A	G5	194	PHO2	5342	435478	1417.5	26695.3	1745.5	33985.600000000006	pass
02/22	A	G9	194	PHO2	5079	416897	1354.5	22716.3	1811.3000000000002	29921	pass
02/22	A	G10	188	PHO2	5032	390151.5	742.5	14721.8	1149.7000000000003	20987.8	pass
02/22	A	G11	188	PHO2	5068	396945	828.5	14933.8	1204.1	20817.7	pass
02/22	A	G12	188	PHO2	5116	367317.5	630.5	12620.3	1123.9	19137.5	pass
02/22	A	H2	334	pho2∆	5053	365643	5861.5	7450.3	9319.199999999999	11367.9	pass
02/22	A	H3	334	pho2∆	4977	369443	7163.5	8683.3	11176.5	13041.599999999999	pass
02/22	A	H4	334	pho2∆	4874	343057	5495.5	7141.8	9529.8	11933.599999999999	pass
02/22	A	H5	NA	pho2∆	4963	362725	-90.5	505.3	26.40000000000009	781.0999999999999	pass
