well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C3	253-555-2	253-555-2	31020	30752	8744	8394	387861	1928.5	2498	2706.3	3498.4
C4	253-555-3	253-555-3	26702	26444	8499	8087	342582	1693	1744	2702.9	2706.9
C5	194-555-6	194-555-6	22743	22670	8610	8064	402638	1727	14072	2343.1	19181.1
C6	235-555-1	235-555-1	25222	25009	8549	8249	338119	4262	1196	7108.6	1878.9
C7	235-555-2	235-555-2	28409	28027	8521	8183	367082	6131	1750	9213.3	2577.3
C8	235-555-3	235-555-3	23183	23050	8320	7974	341294	4804	1315	8166.5	2150.4
C9	194-555-10	194-555-10	28894	28609	9107	8343	427662	5446	13361	7042.1	17047.2
D1	NA-555-1	NA-555-1	29535	29066	8501	8020	314525	582	413.5	1008.5	726
D2	253-373-1	253-373-1	31695	31220	8458	8011	400280	2328	4047	3209.3	5707.4
D3	253-373-2	253-373-2	37380	36479	8451	7911	407258	2932	5373	4056.6	7505.7
D4	253-373-3	253-373-3	28003	27548	8311	7926	362426.5	2117.5	3279	3198.9	4974.5
D5	NA-blank-2	NA-blank-2	80	41	18	15	334643	2240	4294	2996.1	6317.6
D6	235-373-1	235-373-1	28005	27726	8786	8344	391785.5	6355.5	2398	9330.4	3697.8
D7	235-373-2	235-373-2	28485	28009	8264	7730	360494	7464.5	3882	11608.1	6052.4
D8	235-373-3	235-373-3	30577	29977	8478	8074	361199.5	5202.5	2645.5	8559.2	4326.7
D9	NA-156-3	NA-156-3	29703	28425	10396	6447	371957	656	75	962.3	107.1
E1	194-555-3	194-555-3	27916	27780	8723	8220	429175	1984	16744	2526.7	21700
E2	441-555-1	441-555-1	27619	27420	8796	8216	394304.5	1026.5	10819	1430.7	15133
E3	441-555-2	441-555-2	30863	30481	8866	8230	421067	1205	15462	1584	20670.1
E4	441-555-3	441-555-3	31161	30885	8817	8033	413131	1214	15307	1604	20758.3
E5	194-555-7	194-555-7	28647	28434	8703	8157	426146	1906	19901	2442.4	26274.5
E6	443-555-1	443-555-1	32198	31903	9165	8778	382932.5	1589	478	2221.1	669.2
E7	443-555-2	443-555-2	37098	36663	8438	7980	368824	2034.5	707	2911.4	1028.6
E8	443-555-3	443-555-3	22858	22767	8497	8026	360345	4487.5	322	6823.3	487.1
E9	194-555-11	194-555-11	28349	27961	8624	8044	408985.5	1676	15205	2227.4	20591.2
F1	NA-373-1	NA-373-1	25483	24842	8561	7979	335464	615	387	1004	634.6
F2	441-373-1	441-373-1	28001	27636	8465	8161	368931	1192	1015	1826.7	1517.2
F3	441-373-2	441-373-2	26542	26144	8426	8078	346048.5	1404.5	1044	2271.8	1668.2
F4	441-373-3	441-373-3	25916	25653	8104	7786	368583	1349.5	1366.5	2055.5	2064.1
F5	NA-555-2	NA-555-2	22212	21775	8465	7833	316297	662	589	1125.8	1044.5
F6	443-373-1	443-373-1	31328	30271	8360	7972	394274.5	2219.5	748	2881.1	1009.4
F7	443-373-2	443-373-2	28753	27954	6877	6580	390645.5	3300	1090	4852.4	1590.7
F8	443-373-3	443-373-3	30319	29131	7365	6944	385105	4904.5	820	6624.5	1132
F9	NA-blank-3	NA-blank-3	169	49	15	12	240022.5	2760.5	1041	6699.3	3006
F10	194-373-1	194-373-1	24422	23899	8618	8007	382343	1779	716	2441.9	994.6
F11	194-373-2	194-373-2	25677	24915	8395	7879	371341	1472	610	2091.9	868.8
F12	194-373-3	194-373-3	26314	25371	8535	7959	386836	1556	632	2138.3	877.9
G1	194-555-4	194-555-4	29816	29615	8675	8173	440637	2131	17575	2638.1	21832.7
G2	216-555-1	216-555-1	26817	26584	8549	8175	350467	1327	909	2056.1	1381.9
G3	216-555-2	216-555-2	24080	23896	8543	8187	346602	1194	898	1914.4	1415.3
G4	216-555-3	216-555-3	26981	26670	8414	8054	351989	1409	1109	2179.6	1693.3
G5	194-555-8	194-555-8	27650	27406	8799	8267	422455	1631	13799	2110.3	18245.7
G6	444-555-1	444-555-1	27251	27116	8425	8036	350039.5	1726.5	1006.5	2722.9	1598.8
G7	444-555-2	444-555-2	30413	30078	8477	8016	366185	2866	2085.5	4286.8	3082.9
G8	444-555-3	444-555-3	27434	27258	8277	7916	361823.5	1880	1322.5	2877.9	2005
G9	194-555-12	194-555-12	25438	25243	8682	8048	420526	1855	16618.5	2429.6	22105.4
G10	188-555-1	188-555-1	27711	27217	8514	7773	381264	1273	9506	1822.2	13652
G11	188-555-2	188-555-2	26881	26565	8754	8041	371906	1164	7725	1727.2	11396.2
G12	188-555-3	188-555-3	28955	28451	8504	7855	387141	1313	8711	1861.9	12459.3
H1	NA-156-1	NA-156-1	28092	27681	8763	8111	380494	623	75	901.6	104
H2	216-373-1	216-373-1	24771	24552	8418	8065	352720	1216	1531	1892.1	2569.6
H3	216-373-2	216-373-2	24446	24073	8212	7845	345160	1333	1432	2216.4	2492
H4	216-373-3	216-373-3	25216	24831	8269	7713	347887	1920	2982	3126	4896.4
H5	NA-373-2	NA-373-2	18510	17600	5828	5352	333893	674	754	1075.8	1236.1
H6	444-373-1	444-373-1	28160	27834	8105	7646	359866	2378	1448.5	3702.6	2302
H7	444-373-2	444-373-2	35473	34814	8068	7612	350394	2513	1643.5	4003.8	2653.7
H8	444-373-3	444-373-3	29765	29171	8052	7599	348391	3072	1911	4896.8	3046.8
H9	NA-555-3	NA-555-3	19320	19048	8370	7727	336226	665	589	1074.7	959.4
H10	188-373-1	188-373-1	34899	34040	8172	7537	362268	1206	7912	1844.9	12134.6
H11	188-373-2	188-373-2	28593	28068	8571	7890	366080.5	1186	7638.5	1769.4	11410.3
H12	188-373-3	188-373-3	29771	28982	8390	7760	367393	1213	7898	1808.4	11899.9
