well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
F3	334-555-2	334-555-2	20704	19503	5666	5095	406703	3587	38761	5243.4	55124.7
F4	334-555-2	334-555-3	16049	15729	5635	1217	398648	3536	32419	5185.4	46829.1
F5	NA-555-2	NA-555-2	15152	14915	5498	5209	342956	754	626	1206	1008.5
F6	188-555-1	188-555-1	17648	17271	5405	4980	389385	1603.5	14901	2259.4	21395.5
F7	188-555-2	188-555-2	17770	17427	5370	4970	382125	1617.5	14758.5	2334.2	21292.2
F8	188-555-3	188-555-3	17376	16985	5572	5189	371021	1504	12964	2224.4	19169.5
F9	NA-blank-3	NA-blank-3	1123	157	51	50	271003	1015.5	8290.5	2044	15416.1
G1	194-555-4	194-555-4	17255	16862	5347	4981	412909	2100	21504	2814	29387.1
G2	251-555-1	251-555-1	32796	26767	6118	5636	500961	2583	29909.5	2502.1	29145.2
G3	251-555-2	251-555-2	26760	23412	6009	5449	481840	2851	41893	2860.9	42784.2
G4	251-555-3	251-555-3	24047	21809	5894	5436	468153.5	2998.5	35013	3241	39224
G5	194-555-8	194-555-8	15736	15483	5540	5173	398384	1868	18053	2599.2	25439.9
G6	188-373-1	188-373-1	18525	17974	5440	5118	366718.5	1588.5	12347.5	2396	18599.7
G7	188-373-2	188-373-2	16869	16588	5626	5235	368711	1539	12620	2318.7	19061
G8	188-373-3	188-373-3	17312	16963	5453	5077	366961	1654	12589	2494	19130
G9	194-555-12	194-555-12	14983	14841	5501	5157	398825	1843	16123	2581.9	22813.4
H1	NA-156-1	NA-156-1	15261	14910	5725	5372	378297	708	73	1030.5	102.2
H2	329-555-1	329-555-1	7595	6531	1388	1173	449618	3592	67963	4207.6	80736.6
H3	329-555-2	329-555-2	14418	12340	2590	2266	462204	3513.5	59964	3935.3	68146.3
H4	329-555-3	329-555-3	28358	23968	4911	4210	475026	3481.5	57143	3803.1	64585.2
H5	NA-373-2	NA-373-2	17241	16396	5353	5043	352858	720	727	1093.3	1122
H6	194-373-1	194-373-1	17087	16455	5366	5066	359972	2018.5	1480	2967.5	2215
H7	194-373-2	194-373-2	15901	15492	5392	5141	353970	1831	1240	2799.1	1900.2
H8	194-373-3	194-373-3	15870	15441	5490	5241	361207	2174	1352	3120.4	1980.8
H9	NA-555-3	NA-555-3	14945	14690	5472	5200	330622	684	501	1118.9	829.2
