well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C1	194-555-2	194-555-2	14453	14331	5650	5294	405504	2347.5	22105	3239	30874.6
C2	294-555-1	294-555-1	17285	17072	5557	5197	424765	1981	19139	2556.2	25171.7
C3	294-555-2	294-555-2	16845	16620	5530	5151	418165	1866	19125	2454.8	25071.3
C4	294-555-3	294-555-3	17534	17285	5320	4938	420057.5	1999.5	19967.5	2609	26503
C5	194-555-6	194-555-6	15514	15292	5471	5122	427009	2368.5	26540.5	3055	34804.5
C6	327-555-1	327-555-1	32055	28281	5232	4855	532405	1930	29536	1790	27603.9
C7	327-555-2	327-555-2	11844	11256	3526	3287	448986	2064	33966	2506.8	41468.9
C8	327-555-3	327-555-3	2704	2142	761	695	414033	1900	30822	2532.8	43266.9
C9	194-555-10	194-555-10	17271	16949	5626	5221	426927	2352	28013	3056.3	36770.4
C10	331-555-1	331-555-1	16095	15806	5533	5151	382121	2523	12470	3643.6	17854.5
C11	331-555-2	331-555-2	16568	16380	5450	5138	384969.5	2369	14616.5	3395.5	21176.6
C12	331-555-3	331-555-3	16355	16198	5328	4989	374825	2234	13730	3312.9	20461.6
D1	NA-555-1	NA-555-1	15579	15479	5501	5278	390049	886.5	507	1233	716.8
D2	294-373-1	294-373-1	17497	17155	5563	5170	422030	1953	19443	2519.5	25196.3
D3	294-373-2	294-373-2	16937	16693	5437	5099	409717	1838	17990	2446.6	24594
D4	294-373-3	294-373-3	18591	18283	5416	5053	425564	1976	20539	2526.6	26312.1
D5	NA-blank-2	NA-blank-2	286	75	17	15	245482	1579	8199	3413.6	20003.5
D6	327-373-1	327-373-1	15732	15537	5360	5069	388151	2505	6224	3507.6	8759.7
D7	327-373-2	327-373-2	15415	15209	5389	5079	391033	2231	6259	3230.8	8830.3
D8	327-373-3	327-373-3	15292	15047	5440	5120	363375	2546	6316	3887.5	9559.8
D9	NA-156-3	NA-156-3	16479	16260	5554	5196	386057.5	743	71	1035.9	94.5
D10	331-373-1	331-373-1	19104	18220	5204	4807	383370	2655	11450	3771.2	16341.8
D11	331-373-2	331-373-2	17031	16711	5312	4891	379888	2674	14072	3869	20239
D12	331-373-3	331-373-3	17455	17036	5362	4977	391457	2533	13940	3576.2	19629.6
E1	194-555-3	194-555-3	15495	15313	5648	5276	419168.5	2329	26206	3056.1	34926.4
E2	332-555-1	332-555-1	15650	15566	5225	5009	358447	1715	3330	2633.7	5052.1
E3	332-555-2	332-555-2	14987	14907	5446	5195	373681	1840	3916	2723.7	5683.8
E4	332-555-3	332-555-3	14887	14778	5375	5142	367902	1950	4549	2930.8	6780.1
E5	194-555-7	194-555-7	15762	15564	5420	5106	406794.5	2204	22812	2977.2	31324.6
E6	328-555-1	328-555-1	15601	15455	5589	5186	419187	1603	20236	2086.2	26864
E7	328-555-2	328-555-2	16276	16065	5683	5244	428765.5	1644.5	22623	2095.7	28725
E8	328-555-3	328-555-3	16605	16429	5460	5098	423973.5	1620	25994.5	2056.7	33761.7
E9	194-555-11	194-555-11	15992	15778	5482	5114	415796	2309	24981	3025.1	33342.8
E10	194-529-1	194-529-1	16523	16252	5427	5173	402676	2251	24928	3091.6	34008.8
E11	194-529-2	194-529-2	18100	17651	5490	5207	406387	2274	28106	3059.8	38101.4
E12	194-529-3	194-529-3	16901	16542	5498	5115	416407	2371	32075	3109.5	42387
F1	NA-373-1	NA-373-1	14463	14346	5516	5226	351508	707	513	1114.2	810
F2	332-373-1	332-373-1	17978	17671	5019	4731	364378	2449	6121	3726.3	9465.6
F3	332-373-2	332-373-2	14966	14771	5409	5085	374703	2552	5179	3737.5	7739.2
F4	332-373-3	332-373-3	15989	15805	5276	5001	391841	2637	7628	3719.9	10737.2
F5	NA-555-2	NA-555-2	15392	15244	5422	5130	364610	788	520	1175.8	784.1
F6	328-373-1	328-373-1	15124	14876	5401	5015	389457	3968	5063	5959.9	7677.2
F7	328-373-2	328-373-2	15253	15014	5425	5207	386365	2266	2552	3378.8	4170.7
F8	328-373-3	328-373-3	15019	14789	5302	4961	356202	3305	4015	5528.6	6855.1
F9	NA-blank-3	NA-blank-3	355	76	33	32	231593.5	1902.5	1732.5	3886.1	5697.5
F10	194-373-1	194-373-1	16546	16134	5571	5266	376039	1771	1122	2513.2	1642.4
F11	194-373-2	194-373-2	16643	16057	5609	5291	386986	2647	1049	3500.2	1407
F12	194-373-3	194-373-3	16505	16023	5507	5188	383312.5	1999.5	1226	2750.7	1717.9
G1	194-555-4	194-555-4	15568	15342	5622	5262	426023	2345.5	24190.5	3048.5	31833.3
G2	334-555-1	334-555-1	14358	13617	3978	2357	447888	4627	38088	6085.6	48802.4
G3	334-555-2	334-555-2	11282	10380	2625	2468	501970.5	4136.5	32668.5	4620.2	37518.2
G4	334-555-3	334-555-3	9355	8608	2708	2524	442078	4176	34592.5	5758.6	46663.7
G5	194-555-8	194-555-8	16350	16191	5682	5342	435478	2256	26771	2837.1	34086.8
G6	329-555-1	329-555-1	734	161	60	56	336771	1355	14151.5	2365.6	17841.4
G7	329-555-2	329-555-2	608	89	24	20	177100.5	772	128	2436.9	439.1
G8	329-555-3	329-555-3	712	153	27	26	209930.5	782.5	210.5	2487.9	861.7
G9	194-555-12	194-555-12	15851	15649	5477	5079	416897	2193	22792	2902.9	30022.2
G10	188-555-1	188-555-1	17390	17091	5371	5032	390151.5	1581	14797.5	2241.3	21089
G11	188-555-2	188-555-2	17187	16923	5467	5068	396945	1667	15009.5	2295.7	20918.9
G12	188-555-3	188-555-3	15632	15450	5445	5116	367317.5	1469	12696	2215.5	19238.7
H1	NA-156-1	NA-156-1	15598	15459	5559	5235	397850	752	72	1007.2	94.8
H2	334-373-1	334-373-1	14310	14181	5362	5053	365643	6700	7526	10410.8	11469.1
H3	334-373-2	334-373-2	14267	14069	5228	4977	369443	8002	8759	12268.1	13142.8
H4	334-373-3	334-373-3	14137	13964	5132	4874	343057	6334	7217.5	10621.4	12034.8
H5	NA-373-2	NA-373-2	15609	15334	5261	4963	362725	748	581	1118	882.3
H6	329-373-1	329-373-1	15007	14246	4402	4004	343825.5	6247	7843	10121.7	12735.8
H7	329-373-2	329-373-2	16459	15984	5103	4701	341054	5503	7569	8946.8	12534.2
H8	329-373-3	329-373-3	14823	14608	5125	4716	342847.5	4719.5	8151.5	7736	13507.9
H9	NA-555-3	NA-555-3	15166	14997	5278	5049	347985	721	409	1131.4	643.1
H10	188-373-1	188-373-1	17633	17223	5140	4821	374385	1653	13476	2449.5	20209.4
H11	188-373-2	188-373-2	16547	16278	5287	4953	378568	1723	13222	2525.3	19605.7
H12	188-373-3	188-373-3	16781	16484	5325	5019	362951	1589	12348	2408.4	18955.4
