well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C4	188-555-3	188-555-3	19428	18990	5424	5019	400500	1971	18900	2670.1	25913.9
C5	194-555-6	194-555-6	17288	16981	5556	5219	408449	2259	23496	3024.1	31281.7
C6	210-555-1	210-555-1	16869	16657	5404	5117	370166	1638	4958	2421	7080
C7	210-555-2	210-555-2	15426	15302	5518	5215	360464	1761	5389	2656.4	8003.6
C8	210-555-3	210-555-3	16730	16538	5525	5243	377416	1899	5679	2729.8	7955.1
C9	194-555-10	194-555-10	16434	16208	5612	5248	400838	2076	23196.5	2848.4	31701.3
C10	224-555-1	224-555-1	15687	15472	5550	5283	398011	950	602	1293.3	831.2
C11	224-555-2	224-555-2	15844	15650	5517	5248	393621.5	2074.5	1114	2735.2	1514.4
C12	224-555-3	224-555-3	16932	16673	5588	5349	406480	1015	647	1349.7	855.3
D1	NA-555-1	NA-555-1	16771	16547	5385	5091	380375	970	726	1383.7	1038.5
D2	188-373-1	188-373-1	18690	18343	5366	5030	382845	1691.5	17098	2444.3	24800
D3	188-373-2	188-373-2	21692	21036	5246	4895	416170	2071	21185	2731.3	27733.7
D4	188-373-3	188-373-3	19157	18708	5323	4973	406668	1863	18714	2592	25743.7
D5	NA-blank-2	NA-blank-2	529	101	34	30	279645	1341	10708.5	2399.6	20279
D6	210-373-1	210-373-1	17955	17648	5528	5272	367996.5	1787	6217	2674.2	9087.7
D7	210-373-2	210-373-2	17167	16863	5411	5169	366547	1796	6003	2672.9	8689.3
D8	210-373-3	210-373-3	17619	17300	5307	5071	362101	1904	5489	2904.5	8188.3
D9	NA-156-3	NA-156-3	15228	15092	5356	5022	371192.5	761.5	74	1083.5	100.8
D10	224-373-1	224-373-1	17205	16795	5463	5172	384635	2021	1172.5	2772.4	1660.8
D11	224-373-2	224-373-2	16265	15993	5368	5085	378649	2108	1452	2975.3	2114.9
D12	224-373-3	224-373-3	18131	17630	5576	5308	395822	2044	1226.5	2732	1685.1
E1	194-555-3	194-555-3	16592	16293	5754	5352	401638	2168.5	23264	2947.7	31823.6
E2	222-555-1	222-555-1	17249	16970	5665	5191	409970	1527	25370	2045.8	34573.2
E3	222-555-2	222-555-2	16511	16325	5479	5048	383850	1323	23398.5	1909.7	34232.8
E4	222-555-3	222-555-3	17452	17041	5667	5235	417468	1457	25943	1904.8	34140.1
E5	194-555-7	194-555-7	15154	15012	5662	5296	382770.5	1993.5	20479	2881.9	29574.5
E6	217-555-1	217-555-1	16059	15875	5422	5121	350832	1990	7832	3215	12584.8
E7	217-555-2	217-555-2	16330	16175	5376	5079	369752	2296	8425	3469.9	12710.8
E8	217-555-3	217-555-3	15109	14991	5350	5069	362359	2258	8407	3531.4	12858.2
E9	194-555-11	194-555-11	16766	16566	5463	5130	419009.5	2361	24403	3083.9	32340.1
E10	220-555-1	220-555-1	16278	16043	5695	5392	393899	1753.5	1934.5	2354.5	2639.4
E11	220-555-2	220-555-2	18241	17918	5315	5078	382217.5	2464.5	3817	3562.1	5751.6
E12	220-555-3	220-555-3	16073	15870	5417	5204	376581.5	2076.5	2628	3025.2	4048.3
F1	NA-373-1	NA-373-1	18635	18005	5603	5236	385916.5	885.5	998	1241.8	1395.7
F2	222-373-1	222-373-1	17422	17080	5424	5089	356140	2392	5689	3889.4	9065.1
F3	222-373-2	222-373-2	17077	16676	5364	5064	349310.5	2474.5	5123	4040.5	8686.7
F4	222-373-3	222-373-3	16668	16312	5452	5146	348939	2614.5	5852	4255	9669.9
F5	NA-555-2	NA-555-2	16339	16152	5258	4966	363547	881	663.5	1332.9	1005
F6	217-373-1	217-373-1	16437	16145	5265	4962	378376	2531.5	9206.5	3848.6	13646.1
F7	217-373-2	217-373-2	15962	15674	5279	4983	383412	2676	9560	3966.5	14140.2
F8	217-373-3	217-373-3	15502	15273	5416	5119	394422	2793	9664	3974	13706.7
F9	NA-blank-3	NA-blank-3	528	95	27	25	295823	1849	3695	3940.9	5120.8
F10	220-373-1	220-373-1	17103	16752	5657	5379	388260	1569	1756	2205.9	2462.3
F11	220-373-2	220-373-2	17072	16690	5466	5242	382867	2093	2817	3005.6	4289.1
F12	220-373-3	220-373-3	18075	17476	5493	5188	375009.5	1576.5	1610.5	2229.7	2326.1
G1	194-555-4	194-555-4	16658	16343	5707	5251	401038	2158	23478	2958.5	32360.2
G2	227-555-1	227-555-1	16688	16370	5464	5154	338600	2367	4761	4031.9	8053.7
G3	227-555-2	227-555-2	16675	16432	5598	5278	344628.5	2456.5	5968.5	3958.7	9687.8
G4	227-555-3	227-555-3	16072	15847	5522	5237	345543	3218	5721	5118.1	9135.3
G5	194-555-8	194-555-8	15868	15689	5615	5241	394243	2074	21239	2884.6	29822.6
G6	218-555-1	218-555-1	8187	6626	1385	1211	470616	3324	56246	3858.8	64792.2
G7	218-555-2	218-555-2	13509	11328	2327	2092	465792	3323	51276.5	3801.3	60054.7
G8	218-555-3	218-555-3	3392	2801	533	464	434602.5	3420.5	55720	4188.1	70899.1
G9	194-555-12	194-555-12	16682	16477	5551	5187	410999	2174	22204	2897.9	29930
G10	221-555-1	221-555-1	16319	16041	5517	5168	388833	865.5	634	1211	902.1
G11	221-555-2	221-555-2	17805	16945	4327	3903	448073	2203	36484	2635	43919.2
G12	221-555-3	221-555-3	17709	17435	5719	5098	426439	1768.5	30554.5	2330.3	41020.2
H1	NA-156-1	NA-156-1	16214	16016	5594	5155	417069	919	77	1186.2	98.3
H2	227-373-1	227-373-1	18957	18169	5547	5282	364124.5	4982	8481	7740.5	13547.8
H3	227-373-2	227-373-2	19120	18585	5208	4959	333963	4243	8292	7037.5	14080.7
H4	227-373-3	227-373-3	16022	15726	5406	5160	342531	5105	8368	8375.3	13774.8
H5	NA-373-2	NA-373-2	17726	17167	5586	5212	375407	864.5	912	1258.5	1344.9
H6	218-373-1	218-373-1	16488	16175	5421	5110	369383.5	3713	9548.5	5917.1	14922.4
H7	218-373-2	218-373-2	16462	16162	5507	5140	391740.5	5192	11251.5	7373.2	16009.7
H8	218-373-3	218-373-3	16293	16011	5178	4865	350719	4364	9707	7148.7	15766.4
H9	NA-555-3	NA-555-3	15414	15274	5447	5159	373906	892	630	1299.1	924.4
H10	221-373-1	221-373-1	17420	17164	5403	5146	374592.5	2147.5	6677.5	3134.3	9654.8
H11	221-373-2	221-373-2	16682	16420	5224	4972	344631.5	1863	5527	2993.3	8513.4
H12	221-373-3	221-373-3	17023	16727	5535	5287	365407	2136	6395	3215.1	9428.7
