well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
D4	250-373-3	250-373-3	26843	26307	8537	8013	405886	10776	4874	14737.7	6945.6
D5	NA-blank-2	NA-blank-2	1158	314	31	27	154117	1431	687	5566.3	2682.4
D6	224-373-1	224-373-1	27680	26838	8492	7702	383625	4562	893	6395.4	1255.9
D7	224-373-2	224-373-2	27326	26682	8453	8013	366592	1762	914	2580.4	1369
D8	224-373-3	224-373-3	26212	25637	8559	8084	376683	1480.5	670	2105.6	965.8
D9	NA-156-3	NA-156-3	24624	24453	8910	8440	386687.5	628	82	873.6	112
D10	278-373-1	278-373-1	26828	26302	8461	8009	356864	1472	805	2234.5	1223.8
D11	278-373-2	278-373-2	32845	30843	8165	7679	366349	2078	1228	2994.8	1821.5
D12	278-373-3	278-373-3	26553	26003	8548	8114	368649.5	1805	1146	2603.7	1689.1
E1	194-555-3	194-555-3	22398	22287	8573	8037	371141	1737	15114	2606	23241.6
E2	436-555-1	436-555-1	23415	23080	8467	7940	407055	1690	19921	2287.7	27361.7
E3	436-555-2	436-555-2	26472	25843	8496	7904	417573	1603	20859.5	2081.1	27397
E4	436-555-3	436-555-3	23065	22945	8695	8128	389609.5	1389	18214.5	1987.9	27072.2
E5	194-555-7	194-555-7	24106	23865	8676	7968	389495.5	7235	18841.5	10304.5	27227
E6	438-555-1	438-555-1	23686	23633	8808	8210	361252	2114	4088	3324.4	6270.5
E7	438-555-2	438-555-2	25461	25294	8642	8093	392610	1533	7154	2104.5	9678.5
E8	438-555-3	438-555-3	23196	23111	8424	7940	367847	1260	5681.5	1868.5	8454.7
E9	194-555-11	194-555-11	24320	24058	8713	8033	399564	1937	20529	2662	28930.2
F1	NA-373-1	NA-373-1	24899	24401	8497	7849	355147	680	491	1049.8	754.3
F2	436-373-1	436-373-1	21860	21434	7988	7655	362676	1775	1351	2754.1	2049.8
F3	436-373-2	436-373-2	21851	21305	7889	7531	353953	1652	1313	2649.8	2063.2
F4	436-373-3	436-373-3	23354	22844	7972	7615	359454	1769	1479	2786.3	2334.7
F5	NA-555-2	NA-555-2	21277	21183	8327	7803	339895	4405	414	7237.5	671.7
F6	438-373-1	438-373-1	24129	23692	8476	7981	378483	3222	559	4540.6	802.6
F7	438-373-2	438-373-2	28100	27081	8546	8073	395879	5132	1332	7199.1	1842.2
F8	438-373-3	438-373-3	22519	22157	8361	7921	351000	1619	745	2516	1185.9
F9	NA-blank-3	NA-blank-3	966	265	27	23	187999	1238	462	3947.8	1691.4
F10	194-373-1	194-373-1	28170	26926	8672	8116	381328	1751	840	2450.6	1181
F11	194-373-2	194-373-2	31426	28878	8498	7831	381564	1931	1005	2692.6	1415.1
F12	194-373-3	194-373-3	26706	26028	8608	8006	363302	1583	871	2342.4	1296.6
G1	194-555-4	194-555-4	22042	21855	8614	8031	393036	1657	17123	2307.3	24235.7
G2	240-555-1	240-555-1	24451	24197	8442	8062	368263	2080	2092	3077.5	3048.7
G3	240-555-2	240-555-2	25566	25270	8478	8132	375417.5	2013.5	2198	2980.7	3152.9
G4	240-555-3	240-555-3	24247	23912	8384	7978	364824.5	2183.5	2697.5	3235.4	4001
G5	194-555-8	194-555-8	23092	22945	8563	8025	377575	6493	15585	9570.3	22950.9
G6	229-555-1	229-555-1	23975	23728	8602	8124	362291	2749.5	549	4026.3	809.5
G7	229-555-2	229-555-2	26232	25898	8566	8065	378870	1603	576	2223.8	817.2
G8	229-555-3	229-555-3	24790	24508	8501	8031	381042	1464	616	2052	866
G9	194-555-12	194-555-12	24584	24250	8722	8124	404895	1717	18849.5	2318.3	26173.9
G10	188-555-1	188-555-1	27191	26792	8414	7684	376671	1428.5	11792.5	2099.1	17220.5
G11	188-555-2	188-555-2	29396	28873	8629	7771	377124	1445	11983	2071.6	17509.6
G12	188-555-3	188-555-3	30117	29472	8540	7704	382445.5	1540.5	13641.5	2214	19564.6
H1	NA-156-1	NA-156-1	22601	22444	8761	8282	386224	614	111	857.2	152
H2	240-373-1	240-373-1	30992	30263	8399	7920	377440.5	3870	5391.5	5655.9	7896.2
H3	240-373-2	240-373-2	29167	28592	8386	7887	387635	3219	4279	4709.8	6350.5
H4	240-373-3	240-373-3	31750	30692	8151	7662	378772.5	3411	4674.5	5097.1	6903.4
H5	NA-373-2	NA-373-2	27460	26626	8517	7799	356122	4101	606	6615	944.4
H6	229-373-1	229-373-1	25539	24854	8310	7746	375124.5	2831	705.5	3982.4	1010.5
H7	229-373-2	229-373-2	27160	26424	8603	8069	373672	1707	767	2426.6	1119.2
H8	229-373-3	229-373-3	27074	26340	8641	8102	378669.5	1553	679	2153.1	967.1
H9	NA-555-3	NA-555-3	21682	21546	8342	7840	345391.5	655	440	1045.2	711.9
H10	188-373-1	188-373-1	29647	28951	8410	7720	353772	1368	10312.5	2111.7	16084.5
H11	188-373-2	188-373-2	29155	28532	8551	7841	369251	1446	10382	2148.5	15497.7
H12	188-373-3	188-373-3	28544	28018	8507	7795	352457	1384	11735	2158.5	18474.5
