well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
F7	276-373-2	276-373-2	16231	15880	5435	5117	355135	1678	6637	2581.7	10377.2
F8	276-373-3	276-373-3	16150	15817	5403	5074	373539.5	1613	7828	2446.3	11823.7
F9	NA-blank-3	NA-blank-3	348	63	28	27	218718	793	316	2102.9	958.2
F10	194-373-1	194-373-1	18938	18242	5420	5160	379882.5	1686.5	1404.5	2388.9	1998.2
F11	194-373-2	194-373-2	16100	15752	5719	5429	364864	1657	1273	2460.2	1906.4
F12	194-373-3	194-373-3	16851	16587	5651	5398	373423.5	1453.5	1253	2062	1823.7
G1	194-555-4	194-555-4	15826	15612	5452	5154	413178	2178	23249	2888	31310.9
G2	258-555-1	258-555-1	17034	16712	5607	5181	435688	3623	30564	4700.1	39472.1
G3	258-555-2	258-555-2	20006	19163	5387	4973	461484	3974	32940	4843.3	39781
G4	258-555-3	258-555-3	17071	16686	5489	5106	434842	3542	31461	4553.7	40959.7
G5	194-555-8	194-555-8	15935	15730	5553	5229	410616	2086	24791	2797.2	33723.2
G6	277-555-1	277-555-1	16565	16303	5581	5136	405613.5	1632	24069	2213.8	32710.2
G7	277-555-2	277-555-2	16827	16522	5627	5221	403179	1600	22085	2180.1	30413.4
G8	277-555-3	277-555-3	16661	16414	5599	5122	398756.5	1571	21845.5	2192.3	30397.3
G9	194-555-12	194-555-12	15088	14911	5613	5293	386221	1665	22250	2414.4	31526.8
G10	188-555-1	188-555-1	17688	17389	5489	5087	400157	1753	18289	2417.6	25427.5
G11	188-555-2	188-555-2	17051	16812	5643	5234	385778.5	1578	18359	2244.5	26214.5
G12	188-555-3	188-555-3	17675	17419	5461	5079	389295	1614	16807	2284.2	24063.3
H1	NA-156-1	NA-156-1	16630	16476	5579	5291	422623	821	78	1049.5	94.3
H2	258-373-1	258-373-1	16448	16238	5483	5186	378923.5	3789.5	11319	5759.3	16998.1
H3	258-373-2	258-373-2	17643	17327	5443	5148	383729	3667.5	12659	5446.9	18643
H4	258-373-3	258-373-3	16876	16590	5377	5128	374879	3436	11962.5	5286.4	18048.5
H5	NA-373-2	NA-373-2	16811	16485	5524	5220	383565.5	802	682	1145.4	974.5
H6	277-373-1	277-373-1	16636	16331	5312	4979	369334	1800	13749	2721.9	20914.7
H7	277-373-2	277-373-2	19762	19159	5253	4918	376212	1597.5	14536.5	2327.6	21561.4
H8	277-373-3	277-373-3	16594	16305	5475	5102	368285	1573.5	13598.5	2400.2	20810.8
H9	NA-555-3	NA-555-3	15492	15351	5286	5035	368817	767	535	1135.3	795
H10	188-373-1	188-373-1	18277	17916	5386	5050	389161	1798	17790.5	2579	25625.3
H11	188-373-2	188-373-2	17948	17619	5297	4951	389508	1748	17774	2501.3	25623.7
H12	188-373-3	188-373-3	17914	17638	5493	5114	386699	1567	16069.5	2256.8	22906.9
