well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
G8	413-555-3	413-555-3	23106	23010	8516	8068	359931.5	1769.5	2352	2726.1	3579.6
G9	194-555-12	194-555-12	23327	23178	8728	7947	425025	2169	17528	2766.7	22651.8
G10	188-555-1	188-555-1	28624	28332	8692	7861	397928	1639	10704	2223.3	14611.3
G11	188-555-2	188-555-2	27218	26857	8552	7767	400089	1713	12296	2330.3	16587.3
G12	188-555-3	188-555-3	27750	27337	8495	7690	398481	1535	10700	2069.2	14504.9
H1	NA-156-1	NA-156-1	24102	23690	8467	7785	419335	772	81	995.5	102.1
H2	409-373-1	409-373-1	21496	21227	8095	7608	350000	2444	4149.5	3829.6	6662.1
H3	409-373-2	409-373-2	23274	22882	8193	7641	353986	2546	4295	3955.8	6730.1
H4	409-373-3	409-373-3	24920	24465	8312	7845	352296	2417	3193	3817.1	4943
H5	NA-373-2	NA-373-2	23743	23275	8417	7869	375850	758	495	1076.3	720.8
H6	413-373-1	413-373-1	20918	20753	8261	7746	352631	2312.5	4248	3623	6650.3
H7	413-373-2	413-373-2	24795	24509	8540	8021	358213	2435	4284	3696.6	6534.8
H8	413-373-3	413-373-3	24487	24187	8350	7898	359223.5	2421.5	3824.5	3634.6	5813.7
H9	NA-555-3	NA-555-3	28294	28002	8592	8127	357701	781	373	1164.7	558.9
H10	188-373-1	188-373-1	25399	25045	8547	7819	382675	1541	8607	2190.5	12281.3
H11	188-373-2	188-373-2	24744	24501	8579	7879	375728	1576	9568	2277.7	13919.7
H12	188-373-3	188-373-3	30049	29376	8459	7799	382867	1541	9372	2214	13464.5
