well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
G1	194-555-4	194-555-4	20320	19957	6541	5932	435994	2261	20328	2789.8	25186.7
G2	419-555-1	419-555-1	29570	29069	9367	8548	432985.5	3996	15618	4986.6	19609.3
G3	419-555-2	419-555-2	20307	19875	6227	5602	437725	4430	18452.5	5378.9	22547
G4	419-555-3	419-555-3	28782	28348	9691	8981	427414	3285	12419	4196.8	15948.4
G5	194-555-8	194-555-8	27635	27282	9465	8666	431321	2233	19624	2781.9	24744.5
G6	423-555-1	423-555-1	24808	24434	9318	8822	387864.5	2427	296	3344.1	409.6
G7	423-555-2	423-555-2	25778	25399	9342	8813	378561	1862	267	2607.1	380.7
G8	423-555-3	423-555-3	7257	6635	1777	1532	463768	3757	34729.5	4780.1	42418.6
G9	194-555-12	194-555-12	27056	26850	9643	8957	422969	1733	15121	2244.1	19838.8
G10	188-555-1	188-555-1	26971	26631	9282	8527	392015	1439	9895	2011.1	13938.9
G11	188-555-2	188-555-2	33061	32333	9481	8723	387359	1276	8535	1787.6	11960.7
G12	188-555-3	188-555-3	27331	27026	9376	8627	385962	1328	8212	1874.7	11696.2
H1	NA-156-1	NA-156-1	9036	8291	2445	2220	424657	857	77	1082.9	96.3
H2	419-373-1	419-373-1	25393	24924	7344	6850	359586.5	8473	6793.5	13175.7	10424.9
H3	419-373-2	419-373-2	29683	29257	8874	8286	352863.5	7271.5	5423.5	11306.1	8539.8
H4	419-373-3	419-373-3	25465	25141	8980	8390	350046.5	5410.5	4249.5	8628.5	6873.5
H5	NA-373-2	NA-373-2	25449	24988	9155	8616	368994	671	505	981.8	749.6
H6	423-373-1	423-373-1	29418	28756	9037	8341	376216	3293	7014	4750.5	10097.7
H7	423-373-2	423-373-2	26644	26381	9119	8543	357156	2235	5022	3489.7	7757.2
H8	423-373-3	423-373-3	27671	27092	9077	8443	370666	2711	6126	4058.3	9147.5
H9	NA-555-3	NA-555-3	24742	24501	9324	8888	354798	680	324	1036.7	490.1
H10	188-373-1	188-373-1	31254	30342	9183	8321	396122	1583	10061	2156.2	13705.2
H11	188-373-2	188-373-2	30055	29080	8599	7875	392681	1618	10468	2221	14400.6
H12	188-373-3	188-373-3	26529	26049	9149	8453	374947	1426	9529	2084.2	14083.6
