well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
B10	234-373-1	234-373-1	15289	14963	5476	5158	296022	2330.5	3601	4464.7	6957.4
B11	234-373-2	234-373-2	15290	15070	5298	5035	327028	2807	4271	4808.3	7292.6
B12	234-373-3	234-373-3	15049	14814	5325	5038	316577.5	2160.5	3078.5	3879.9	5464.8
C1	194-555-2	194-555-2	16675	16478	5524	5091	444367	2745	23399	3346.5	28693.2
C2	188-555-1	188-555-1	16466	16331	5522	5143	401761	1908	13840	2616.3	18790.6
C3	188-555-2	188-555-2	15911	15799	5405	5037	392437	1891	14130	2662.7	19976.8
C4	188-555-3	188-555-3	16157	16013	5426	5076	392017.5	1532	12678.5	2158.7	17818.4
C5	194-555-6	194-555-6	17018	16679	5548	5140	443648.5	2448.5	24817	2997	30551.3
C6	232-555-1	232-555-1	15798	15603	5506	5056	423926.5	2395	27412.5	3131.1	36362.9
C7	232-555-2	232-555-2	12479	12065	3797	3419	445504	2579	29617	3144.5	36786.8
C8	232-555-3	232-555-3	16431	15995	5500	5045	439266	2437	28551	3026.3	36341.6
C9	194-555-10	194-555-10	16030	15843	5460	5100	414016.5	2032	18944	2730.3	25639.1
C10	235-555-1	235-555-1	14330	14236	5461	5191	344837	2374	2425	3775.5	3865
C11	235-555-2	235-555-2	15139	15002	5417	5135	350528	2277	2671	3566.7	4226.3
C12	235-555-3	235-555-3	14678	14562	5480	5217	340366	2191	2245	3581.5	3657.8
D1	NA-555-1	NA-555-1	15178	15062	5526	5222	379994	906	435	1293.2	623.5
D2	188-373-1	188-373-1	16311	16117	5439	5116	382576	1975	13271	2826.1	19458.6
D3	188-373-2	188-373-2	17058	16743	5548	5189	397190	2063	14875	2842.1	20437.8
D4	188-373-3	188-373-3	16413	16206	5456	5141	369476	1441	11080	2150.3	16466.8
D5	NA-blank-2	NA-blank-2	484	73	19	19	309210	1847	1801	3010.4	2570.9
D6	232-373-1	232-373-1	15496	15256	5524	5184	373825	2059	1051.5	2887.4	1516.7
D7	232-373-2	232-373-2	16028	15692	5418	5076	371777	2795.5	1582	3741.3	2257.5
D8	232-373-3	232-373-3	15644	15338	5458	5081	370476	2240	1272	3135.5	1850.9
D9	NA-156-3	NA-156-3	15271	15106	5671	5269	413572	849	73	1125.2	93.3
D10	235-373-1	235-373-1	16060	15793	5457	5174	330185	2818	3689	4833.5	6329.1
D11	235-373-2	235-373-2	16401	16090	5374	5096	349599.5	3539	4727	5580	7541.6
D12	235-373-3	235-373-3	15745	15511	5449	5140	346537.5	3383.5	4189	5543.9	7006.6
E1	194-555-3	194-555-3	16008	15855	5536	5103	429098	2444	24141	3109.4	30818.7
E2	215-555-1	215-555-1	15637	15483	5525	5217	382829	2325	8613	3323	12211.8
E3	215-555-2	215-555-2	16175	16023	5284	4968	344143.5	1576	4864.5	2539.9	7709.9
E4	215-555-3	215-555-3	14548	14498	5412	5106	349547.5	1429	5106	2255.2	8034.9
E5	194-555-7	194-555-7	14931	14769	5676	5320	414300.5	2102	20404	2828.4	27203.7
E6	212-555-1	212-555-1	14427	14332	5377	5080	337649	1312.5	4678.5	2146.3	7661
E7	212-555-2	212-555-2	14592	14529	5429	5126	353719.5	1361	5343.5	2122.6	8436.9
E8	212-555-3	212-555-3	15310	15182	5327	5061	343692	1346	4904	2164.9	8001.9
E9	194-555-11	194-555-11	15227	15126	5590	5198	410191.5	1965	18998.5	2646.6	25871.8
E10	219-555-1	219-555-1	18830	18349	5612	5155	450925	1931	28687	2310.4	35075.9
E11	219-555-2	219-555-2	19719	18938	5613	5110	440779	1909	38873.5	2385.4	48994.9
E12	219-555-3	219-555-3	19777	19044	5508	4964	445807.5	2112	37009	2571.2	45655.3
F1	NA-373-1	NA-373-1	16959	16505	5516	5182	394352	871	683	1191.7	946.6
F2	215-373-1	215-373-1	16352	16119	5419	5065	350917	2518	9601	3994.2	15318.3
F3	215-373-2	215-373-2	21938	20583	5113	4788	361708.5	2705	9642	4040.1	14704
F4	215-373-3	215-373-3	15789	15552	5493	5180	347088	1957	7156	3163.3	11730
F5	NA-555-2	NA-555-2	14300	14182	5528	5230	381902	897	499	1263.3	707.7
F6	212-373-1	212-373-1	15729	15524	5505	5172	345738	1671	7034.5	2717.7	11449.3
F7	212-373-2	212-373-2	17032	16703	5381	5008	354890.5	1897	8331.5	2977.4	13311.4
F8	212-373-3	212-373-3	15717	15499	5533	5191	349207	1767	7794	2840.1	12535.4
F9	NA-blank-3	NA-blank-3	549	92	23	21	279426	1241	3783	2522.5	7337.3
F10	219-373-1	219-373-1	15546	15374	5380	5114	348413.5	1692	4238.5	2671.6	6728
F11	219-373-2	219-373-2	15442	15238	5529	5254	355670.5	1775.5	4645	2799.1	7317.2
F12	219-373-3	219-373-3	14899	14740	5345	5082	343775.5	1762	4782.5	2842.7	7811.2
G1	194-555-4	194-555-4	16923	16472	5587	5156	449680.5	2547.5	24589.5	3033.8	29418.9
G2	209-555-1	209-555-1	15271	15168	5440	5102	374376.5	2101.5	8547.5	3086.3	12544.6
G3	209-555-2	209-555-2	14377	14305	5401	5072	360961	1877	6939.5	2904.2	10775.6
G4	209-555-3	209-555-3	15032	14916	5412	5089	377377	1633	6650	2390.4	9543.5
G5	194-555-8	194-555-8	15388	15071	5618	5195	433249	2468	22459	3105.1	28630.1
G6	216-555-1	216-555-1	14384	14274	5466	5251	357858	1731	1830	2652.7	2836.9
G7	216-555-2	216-555-2	14739	14607	5386	5125	352967	1599	1817	2512.5	2865.3
G8	216-555-3	216-555-3	14566	14432	5566	5283	356711	1743	1961	2726.1	3048.4
G9	194-555-12	194-555-12	16212	15987	5741	5267	426894	2070	21531	2690.3	28070.5
G10	239-555-1	239-555-1	15945	15382	5628	1086	481682.5	2479	24640	2650	26662.4
G11	239-555-2	239-555-2	21888	19819	5573	2910	482200	2557	25077	2676.5	26295.1
G12	239-555-3	239-555-3	16379	15893	5281	199	460918	2599	24221	2863.6	27611.6
H1	NA-156-1	NA-156-1	15790	15614	5429	5033	418021	890	74	1139.1	93.1
H2	209-373-1	209-373-1	15466	15303	5437	5116	359569	2095	7886.5	3265.4	12309.5
H3	209-373-2	209-373-2	14901	14751	5393	5091	356201	2021	7294	3173.4	11387.4
H4	209-373-3	209-373-3	15996	15793	5404	5116	368752	1769.5	7307	2691	11173.5
H5	NA-373-2	NA-373-2	15201	14909	5522	5215	380341	834	590	1181	839.2
H6	216-373-1	216-373-1	15253	15073	5345	4997	351421	2528	3853	4127.2	6444.2
H7	216-373-2	216-373-2	15298	15093	5328	5027	334410	1633	2932	2733	5124.2
H8	216-373-3	216-373-3	15822	15604	5328	4964	371551	3116.5	5296	4643.4	8015.4
H9	NA-555-3	NA-555-3	13918	13818	5451	5168	369349.5	846	473	1238.1	700.9
H10	239-373-1	239-373-1	15868	15678	5414	5118	335334	3473	6774.5	5939.8	11590.2
H11	239-373-2	239-373-2	15236	15083	5302	4985	336186	3327	6364	5594.7	10743.2
H12	239-373-3	239-373-3	15672	15420	5324	4988	329484	3611	6834	6271.8	11862.4
